Country,first_seq,num_seqs,last_seq,variant,censure_date,duration,censored,mortality_rate,total_cases,total_deaths,growth_rate
Dominican Republic,2021-05-10,4,2021-10-16,S.Q677,2022-01-08,159,TRUE,0.0110467947,797.1967655,8.806469003,547.3412707
Congo (Kinshasa),2021-05-12,7,2021-06-21,S.Q677,2022-01-10,40,TRUE,0.02317671255,771.75,17.88662791,189.1480836
Haiti,2021-05-20,1,2021-05-20,S.Q677,2022-01-18,0,TRUE,0.02029710252,39.64431487,0.804664723,
Kuwait,2021-05-30,8,2021-06-15,S.Q677,2022-01-28,16,TRUE,0.005531504805,2844.365199,15.73361976,1454.296569
Botswana,2021-06-13,6,2021-09-27,S.Q677,2022-02-11,106,TRUE,0.01329401853,253.0317385,3.363808622,1282.58084
Fiji,2021-06-17,2,2021-06-18,S.Q677,2022-02-15,1,TRUE,0.003640776699,2.168421053,0.007894736842,115
Eswatini,2021-06-29,1,2021-06-29,S.Q677,2022-02-27,0,TRUE,0.03552714316,44.69320843,1.587822014,
Algeria,2021-07-08,3,2021-07-14,S.Q677,2022-03-08,6,TRUE,0.02608923567,2772.614907,72.33540373,852.8928571
Trinidad and Tobago,2021-07-28,1,2021-07-28,S.Q677,2022-03-28,0,TRUE,0.02777923923,13.27304469,0.3687150838,
Kosovo,2021-07-28,3,2021-09-07,S.Q677,2022-03-28,41,TRUE,0.01748297282,187.6716904,3.281059063,1283.34746
Montenegro,2021-08-02,2,2021-08-30,S.Q677,2022-04-02,28,TRUE,0.01498427522,258.5292793,3.873873874,461.162069
Suriname,2021-08-05,2,2021-09-29,S.Q677,2022-04-05,55,TRUE,0.02122214443,25.99246941,0.5516159398,293.5260424
Ethiopia,2021-08-06,1,2021-08-06,S.Q677,2022-04-06,0,TRUE,0.01559618768,221.3307271,3.451915559,
Nepal,2021-08-09,1,2021-08-09,S.Q677,2022-04-09,0,TRUE,0.01409783606,1074.080838,15.14221557,
Vietnam,2021-09-02,3,2021-09-02,S.Q677,2022-05-03,0,TRUE,0.02493800426,302.5027968,7.543816035,
Cambodia,2021-10-01,8,2021-10-07,S.Q677,2022-06-01,6,TRUE,0.02138451834,125.3684789,2.680944536,213.4285714
Canada,2020-03-10,51,2021-07-03,20A.S.210T,2020-11-08,480,FALSE,0.01877394771,2199.657491,41.2962547,51971.78513
Madagascar,2020-07-13,1,2020-07-13,20A.S.210T,2021-03-13,0,TRUE,0.007283464567,3.833962264,0.0279245283,
Burkina Faso,2020-12-16,1,2020-12-16,20A.S.210T,2021-08-16,0,TRUE,0.01640818161,14.3516129,0.235483871,
Switzerland,2021-01-16,94,2021-07-19,20A.S.210T,2021-09-16,184,TRUE,0.01519020881,232.9329277,3.538299812,1271.368684
Rwanda,2021-01-20,1,2021-01-20,20A.S.210T,2021-09-20,0,TRUE,0.0129005059,7.289489859,0.09403810695,
Belgium,2021-01-23,133,2021-07-09,20A.S.210T,2021-09-23,167,TRUE,0.02303922465,561.9682125,12.94731189,2766.271802
Cameroon,2021-01-28,26,2021-03-03,20A.S.210T,2021-09-28,34,TRUE,0.01542812342,823.1950355,12.70035461,201.5529412
France,2021-02-03,168,2021-07-13,20A.S.210T,2021-10-04,160,TRUE,0.01866423495,26096.9906,487.080364,214843.8913
Germany,2021-02-11,273,2021-08-04,20A.S.210T,2021-10-12,174,TRUE,0.0242767203,997.8642005,24.2248701,9739.802709
USA,2021-02-12,30,2021-09-15,20A.S.210T,2021-10-13,215,TRUE,0.01592764139,258.6281471,4.11933638,50291.47098
South Korea,2021-02-18,1486,2021-08-26,20A.S.210T,2021-10-19,189,TRUE,0.009238939786,8579.144405,79.26219857,754.2753489
Central African Republic,2021-02-25,8,2021-03-17,20A.S.210T,2021-10-26,20,TRUE,0.01244075829,155.2183908,1.931034483,1.801298701
Sweden,2021-02-26,1,2021-02-26,20A.S.210T,2021-10-27,0,TRUE,0.01951289272,1.13262157,0.02210072319,
Luxembourg,2021-03-01,32,2021-05-28,20A.S.210T,2021-10-30,88,TRUE,0.011656881,34.13105239,0.397861616,175.6353762
UK,2021-03-03,7,2021-03-30,20A.S.210T,2021-11-01,27,TRUE,0.02913589589,95.78736591,2.79085072,77951.31418
Angola,2021-03-04,2,2021-03-05,20A.S.210T,2021-11-02,1,TRUE,0.0243032436,12.22797325,0.2971794126,45
Turkey,2021-03-08,113,2021-08-05,20A.S.210T,2021-11-06,150,TRUE,0.008872398912,3703.939991,32.86283315,19721.50773
Ireland,2021-03-09,2,2021-03-23,20A.S.210T,2021-11-07,14,TRUE,0.01991498332,2.899820863,0.05774988412,531.6857143
Finland,2021-03-14,3,2021-06-27,20A.S.210T,2021-11-12,105,TRUE,0.01031457353,3.764462158,0.03882882172,235.5013981
Gabon,2021-03-19,3,2021-04-20,20A.S.210T,2021-11-17,32,TRUE,0.006172839506,86.74015748,0.5354330709,141.6697861
Denmark,2021-03-22,7,2021-07-29,20A.S.210T,2021-11-20,129,TRUE,0.008064414072,8.623869183,0.069546452,2127.842715
Croatia,2021-03-23,1,2021-03-23,20A.S.210T,2021-11-21,0,TRUE,0.02244681057,5.976601298,0.1341556372,
Chile,2021-03-23,1,2021-03-23,20A.S.210T,2021-11-21,0,TRUE,0.02373806681,17.68355712,0.4197734604,
Poland,2021-04-09,2,2021-06-03,20A.S.210T,2021-12-08,55,TRUE,0.02577335729,44.69364683,1.151905328,5377.297266
Russia,2021-04-29,1,2021-04-29,20A.S.210T,2021-12-28,0,TRUE,0.02275385258,248.3446976,5.650798638,
Japan,2021-05-01,1,2021-05-01,20A.S.210T,2021-12-30,0,TRUE,0.01724581381,1.178568406,0.02032537128,
South Africa,2021-05-17,4,2021-06-11,20A.S.210T,2022-01-15,25,TRUE,0.03328813379,94.46259265,3.144483422,4390.030085
Congo (Brazzaville),2021-05-19,1,2021-05-19,20A.S.210T,2022-01-17,0,TRUE,0.01307075636,12.85106383,0.1679731243,
Slovakia,2021-05-25,1,2021-05-25,20A.S.210T,2022-01-23,0,TRUE,0.01598880095,16.14689277,0.2581694545,
Italy,2021-06-05,2,2021-06-05,20A.S.210T,2022-02-03,0,TRUE,0.02989773656,31.82839622,0.9515970054,
Netherlands,2021-06-28,1,2021-06-28,20A.S.210T,2022-02-26,0,TRUE,0.01052752699,28.97170657,0.305000423,0
Cambodia,2021-08-25,6,2021-09-02,20A.S.210T,2022-04-25,8,TRUE,0.02052679769,77.36902801,1.588138386,423.9666667
Italy,2020-03-19,28450,2021-11-28,S.N501,2020-11-17,619,FALSE,0.02669306273,535993.4619,14307.3071,9983.524322
Sweden,2020-03-26,70761,2021-10-18,S.N501,2020-11-24,571,FALSE,0.01287165439,141674.0462,1823.579359,2611.174942
Australia,2020-03-27,833,2021-11-28,S.N501,2020-11-25,611,FALSE,0.00954867337,14564.30769,139.069817,1441.236106
Chile,2020-04-05,5469,2021-11-11,S.N501,2020-12-04,585,FALSE,0.02206933883,176209.7154,3888.831914,3271.242764
