Country,first_seq,num_seqs,last_seq,variant,censure_date,duration,censored,mortality_rate,total_cases,total_deaths,growth_rate
Brazil,2020-06-26,-0.1054887165495525,2021-11-25,S.K417,2021-02-24,517,False,0.5838006050499478,-0.11490398467707122,-0.1309438463817428,0.8453049371627189
Laos,2020-07-07,-0.10611821011512969,2020-07-10,S.K417,2021-03-07,3,True,-1.3349762833204588,-0.11662962065955824,-0.13406948019250609,-0.2728974035816363
Japan,2020-07-12,-0.10148513747248157,2021-09-17,S.K417,2021-03-12,432,False,-0.6298939220283616,-0.11603521390437797,-0.13367311848195346,-0.19803457995471346
South Africa,2020-08-17,0.07112199820878395,2021-11-23,S.K417,2021-04-17,463,False,0.761075961277295,0.15920078647684718,0.4111714236689688,-0.13108631364349563
Mozambique,2020-08-22,-0.09612185229376391,2021-06-22,S.K417,2021-04-22,304,False,-0.5277016840521941,-0.10741050419123509,-0.12704957388469484,-0.26584314039492246
Angola,2020-08-25,-0.09690242431507963,2021-07-16,S.K417,2021-04-25,325,False,0.2806590573263921,-0.11239958093713005,-0.12762182364159927,-0.27022348857092854
Zimbabwe,2020-09-01,-0.09740601916754138,2021-06-25,S.K417,2021-05-02,297,False,1.2895022968192926,-0.10927172625958415,-0.11585413782428318,-0.26924038520955146
Botswana,2020-09-09,-0.09710386225606432,2021-11-23,S.K417,2021-05-10,440,False,-0.47911778598380905,-0.1004770443188229,-0.1210308938872887,-0.2613030719478445
Bangladesh,2020-10-27,-0.09584487512490994,2021-07-13,S.K417,2021-06-27,259,False,-0.22593784306742287,-0.06000967740943393,-0.0748491993978322,-0.22324873182360416
India,2020-11-01,-0.09748155839541064,2021-10-09,S.K417,2021-07-02,342,False,-0.41989375556314507,-0.054713496518697224,-0.08063552084284349,2.060884566319835
Denmark,2020-11-02,-0.10234124872166654,2021-11-19,S.K417,2021-07-03,382,False,-0.9019477471689743,-0.11637346848126387,-0.1339641877745621,-0.21149571952768792
Madagascar,2020-11-03,-0.10108226159051217,2021-04-26,S.K417,2021-07-04,174,True,-0.17760087041988395,-0.1112828956489327,-0.12823180173474197,-0.27114408769517484
Sweden,2020-11-08,-0.039341532678701364,2021-11-19,S.K417,2021-07-09,376,False,-0.4584936370231737,-0.11134021268109728,-0.12969597207637512,-0.20602230021425716
Switzerland,2020-11-12,-0.09662544714622566,2021-10-15,S.K417,2021-07-13,337,False,-0.4346665413084227,-0.11553034575858778,-0.1331347129867226,-0.23680225949136
Eswatini,2020-11-13,-0.10543835706430632,2021-07-09,S.K417,2021-07-14,238,True,1.0565969955961536,-0.11532387220548439,-0.13112069224440542,-0.27144855698161335
Norway,2020-11-19,-0.0955175384708098,2021-10-18,S.K417,2021-07-20,333,False,-1.025391733355474,-0.11601328091175668,-0.1338890438675111,-0.2613053061216503
Malawi,2020-11-25,-0.09773335582164151,2021-06-21,S.K417,2021-07-26,208,True,0.9777338038410347,-0.11172024630664429,-0.1233582938471188,-0.26877513262135855
Malaysia,2020-12-01,-0.10123334004625069,2021-11-05,S.K417,2021-08-01,339,False,-0.5286480377360484,-0.08341472737088332,-0.10881093958509076,-0.09563738320528642
Zambia,2020-12-01,-0.10161103618559701,2021-06-04,S.K417,2021-08-01,185,True,-0.425869866115087,-0.10790056125121383,-0.12658421236535838,-0.2604867722203394
Mauritius,2020-12-06,-0.10599231140201425,2021-06-17,S.K417,2021-08-06,193,True,-0.6171135321578972,-0.11662323346589054,-0.13406401800010578,-0.27274594206904096
Australia,2020-12-10,-0.10357505611019784,2021-11-28,S.K417,2021-08-10,353,False,-0.6765503243906302,-0.11487852778248234,-0.13298111558391537,-0.19787428685766245
Kenya,2020-12-15,-0.10067938570854276,2021-07-14,S.K417,2021-08-15,211,True,0.019948888917429786,-0.11320432527078629,-0.1296905504219043,-0.2598889926205657
Lesotho,2020-12-16,-0.10581605320365264,2021-01-18,S.K417,2021-08-16,33,True,-0.3426101899210072,-0.11553212892002325,-0.13304080217051545,-0.2693273671406717
Israel,2020-12-17,-0.09972255548886544,2021-10-11,S.K417,2021-08-17,298,False,-0.9163564200059454,-0.11306059935428064,-0.13265981806759508,-0.21954956274284804
Finland,2020-12-19,-0.10307146125773609,2021-09-12,S.K417,2021-08-19,267,False,-0.78125549745038,-0.11642030679472908,-0.13395929974148857,-0.26432380794815724
Belgium,2020-12-20,-0.07771546043628687,2021-11-24,S.K417,2021-08-20,339,False,-0.22344650749366118,-0.10958214566427121,-0.12668024024056918,-0.2152358055375202
Ireland,2020-12-22,-0.10402829147741342,2021-10-07,S.K417,2021-08-22,289,False,-0.4198116925682809,-0.11642515262754123,-0.13389156118443038,-0.2533526261799896
Netherlands,2020-12-22,-0.08839167130847601,2021-11-09,S.K417,2021-08-22,322,False,-0.7579502203989563,-0.09015529638363584,-0.1196619536211509,0.27314681982569317
France,2020-12-22,0.04896382470046686,2021-10-26,S.K417,2021-08-22,308,False,-0.2056977607829614,1.0105909678100204,1.0664028851838003,4.281241014364096
Austria,2020-12-23,-0.09914342140853442,2021-11-28,S.K417,2021-08-23,340,False,-0.5878201631917901,-0.10930729672562907,-0.12890886432905166,-0.23545409234140252
Spain,2020-12-24,-0.06618313831491275,2021-10-15,S.K417,2021-08-24,295,False,-0.13176558827421264,-0.08872932977948082,-0.10240895454807676,-0.03284970286990353
South Korea,2020-12-26,-0.10513620015282928,2021-09-15,S.K417,2021-08-26,263,False,-0.747236751959325,-0.11636824092913327,-0.13392367174052675,-0.254968035180673
Rwanda,2020-12-28,-0.1048592229839753,2021-08-26,S.K417,2021-08-28,241,True,-0.48033644455736896,-0.11398094501823916,-0.1319333436315636,-0.26646269723621624
New Zealand,2020-12-29,-0.10543835706430632,2021-08-20,S.K417,2021-08-29,234,True,-0.7359711581600801,-0.11661427147081035,-0.13405985974672516,-0.27274294232564095
Qatar,2020-12-29,-0.09284848575276253,2021-09-03,S.K417,2021-08-29,248,False,-1.1570324705945234,-0.10046365998455742,-0.13135634703265078,-0.2627741504500175
Portugal,2021-01-02,-0.10125851978887378,2021-11-27,S.K417,2021-09-02,329,False,-0.22153513753494314,-0.11362863538099083,-0.13091653884569673,-0.23507954751860208
Cameroon,2021-01-05,-0.10591677217414498,2021-09-17,S.K417,2021-09-05,255,False,-0.23059015291105256,-0.11589430802757367,-0.13330189550590968,-0.26622268569074514
Comoros,2021-01-05,-0.10601749114463734,2021-01-10,S.K417,2021-09-05,5,True,-0.2556852429119634,-0.1164853077659746,-0.13392088141788094,-0.2720330210136848
Ghana,2021-01-06,-0.10558943552004485,2021-08-06,S.K417,2021-09-06,212,True,-0.7817008413460758,-0.11621794212826823,-0.13385379961441188,-0.2683622923427933
Luxembourg,2021-01-09,-0.08310392535762762,2021-07-06,S.K417,2021-09-09,178,True,-0.5466141020962012,-0.11565701141050047,-0.13334511805654736,-0.2692541659116561
Panama,2021-01-11,-0.10611821011512969,2021-01-12,S.K417,2021-09-11,1,True,-0.23181902850330757,-0.11556407416238962,-0.13295919121443195,-0.18164927604914835
Equatorial Guinea,2021-01-12,-0.10498512169709075,2021-08-27,S.K417,2021-09-12,227,True,-0.41036832911834126,-0.11536357662310943,-0.1329640679248072,-0.27243280323798674
Greece,2021-01-14,-0.10470814452823678,2021-07-25,S.K417,2021-09-14,192,True,0.5337824546261842,-0.11607784054001102,-0.13309408186915825,-0.22689655733964623
Russia,2021-01-19,-0.10551389629217559,2021-06-21,S.K417,2021-09-19,153,True,0.3343901800512024,-0.10964415344591415,-0.12306946746372026,-0.0326281412420187
Brunei,2021-01-20,-0.10614338985775278,2021-01-20,S.K417,2021-09-20,0,True,-0.14610205277803792,-0.11662965759832615,-0.1340676367341371,-0.0326281412420187
Latvia,2021-01-21,-0.1058664126888988,2021-07-01,S.K417,2021-09-21,161,True,-0.07122459193563278,-0.11655844057133918,-0.13398264419516168,-0.2604518495173891
Turkey,2021-01-21,-0.07799243760514084,2021-11-11,S.K417,2021-09-21,294,False,-0.7321833013937719,-0.06570698490767886,-0.10512038877343617,0.20930913355077901
Congo (Kinshasa),2021-01-22,-0.10594195191676807,2021-06-20,S.K417,2021-09-22,149,True,0.268112558368817,-0.11566853054490125,-0.1326139465558223,-0.2709252517257128
Indonesia,2021-01-25,-0.10553907603479867,2021-06-02,S.K417,2021-09-25,128,True,0.5813889762887676,-0.11437532556540253,-0.1299923521696713,-0.12761185539772524
Oman,2021-01-27,-0.10601749114463734,2021-04-23,S.K417,2021-09-27,86,True,-0.6122243222180359,-0.11571203304538326,-0.13344290482504784,-0.259009707994707
Italy,2021-01-29,-0.10292038280199756,2021-11-28,S.K417,2021-09-29,303,False,0.5056359927254144,-0.11426586804473671,-0.1299635208649983,-0.10434241507169366
Philippines,2021-01-31,-0.019197738580231282,2021-08-31,S.K417,2021-10-01,212,True,-0.17589953304599648,0.02934927088845256,0.025499619927052457,-0.10720275207101221
Gabon,2021-02-01,-0.10606785062988351,2021-04-11,S.K417,2021-10-02,69,True,-0.9106087904565281,-0.11652586932889852,-0.1340272854787223,-0.26932062862503975
Guinea-Bissau,2021-02-01,-0.10614338985775278,2021-02-01,S.K417,2021-10-02,0,True,-0.1569346197847891,-0.1166186104401913,-0.13405538047379367,-0.26932062862503975
Thailand,2021-02-03,-0.10412901044790576,2021-09-18,S.K417,2021-10-04,227,True,-0.6163470406170845,-0.11190464588934713,-0.13086615955049696,-0.1382220304471672
Togo,2021-02-03,-0.10604267088726042,2021-04-01,S.K417,2021-10-04,57,True,-0.6230354546546218,-0.11659120331189043,-0.1340425578113243,-0.270712713134762
Seychelles,2021-02-05,-0.10543835706430632,2021-06-01,S.K417,2021-10-06,116,True,-1.0974471569597972,-0.11642542575620293,-0.13402336285457764,-0.27091470779304666
Nigeria,2021-02-05,-0.10601749114463734,2021-08-02,S.K417,2021-10-06,178,True,-0.48270450566705353,-0.11652940974259704,-0.13398758470172892,-0.2700115055615247
Singapore,2021-02-07,-0.10105708184788909,2021-08-18,S.K417,2021-10-08,192,True,-1.2871589280124418,-0.11611707185675667,-0.1340462910625175,-0.2721686881273161
Mexico,2021-02-08,-0.10352469662495166,2021-10-29,S.K417,2021-10-09,263,False,3.887032567192003,-0.11300562896797665,-0.11621415540093004,-0.09704926906908717
Poland,2021-02-08,-0.10362541559544401,2021-10-25,S.K417,2021-10-09,259,False,0.4363923071464689,-0.11435675028175547,-0.13026980689647938,-0.16227852110372692
Slovakia,2021-02-08,-0.10533763809381397,2021-11-06,S.K417,2021-10-09,271,False,-0.36605684735618094,-0.11599781600576312,-0.1334906301247979,-0.2508437170784132
Croatia,2021-02-09,-0.10506066092496001,2021-10-16,S.K417,2021-10-10,249,False,0.09983915756134198,-0.11620930132850117,-0.133498461244854,-0.2560711685736127
Slovenia,2021-02-09,-0.1052620988659447,2021-09-29,S.K417,2021-10-10,232,True,-0.2600836353276221,-0.11653682725995314,-0.13397371196915442,-0.26294088110490577
Costa Rica,2021-02-10,-0.10574051397578338,2021-08-09,S.K417,2021-10-11,180,True,-0.4884213292881171,-0.11492029334002915,-0.1327034860039012,-0.23871311612466453
Bosnia and Herzegovina,2021-02-11,-0.10611821011512969,2021-06-07,S.K417,2021-10-12,116,True,1.8396860732806866,-0.11634483536561346,-0.13321182478988589,-0.25239283747641145
Central African Republic,2021-02-11,-0.10611821011512969,2021-02-26,S.K417,2021-10-12,15,True,-0.4668415032779139,-0.11659398102848498,-0.13403892539976697,-0.2728818678631625
Uganda,2021-02-13,-0.1056901544905372,2021-07-15,S.K417,2021-10-14,152,True,0.4059210270108478,-0.11571203905167528,-0.13256025392452037,-0.26595652403242526
Czech Republic,2021-02-16,-0.10334843842659006,2021-11-26,S.K417,2021-10-17,283,False,-0.25792247143231467,-0.11260697752585311,-0.12998184707646646,-0.23384865143743777
Estonia,2021-02-17,-0.10521173938069854,2021-04-23,S.K417,2021-10-18,65,True,-0.6858416102375566,-0.11647818694370579,-0.1339757469403677,-0.2460202576382029
Monaco,2021-02-22,-0.10614338985775278,2021-02-22,S.K417,2021-10-23,0,True,-0.5301998813086876,-0.11662443042324364,-0.13406426511552152,-0.2460202576382029
Ethiopia,2021-02-22,-0.10606785062988351,2021-05-27,S.K417,2021-10-23,94,True,-0.28304405796831217,-0.1158078391215801,-0.1332525720591596,-0.23778655604399404
Somalia,2021-02-28,-0.10606785062988351,2021-02-28,S.K417,2021-10-29,0,True,0.9359586188787278,-0.1161898523335145,-0.1331240548868357,-0.23778655604399404
Iceland,2021-02-28,-0.10604267088726042,2021-08-12,S.K417,2021-10-29,165,True,-1.1112426513204252,-0.1166293335880543,-0.1340690649083715,-0.27264161309985513
Lithuania,2021-03-02,-0.10579087346102956,2021-11-03,S.K417,2021-10-31,246,False,-0.34242162500460055,-0.1165653486660762,-0.13400774519610256,-0.25703146041546243
Sri Lanka,2021-03-02,-0.10599231140201425,2021-07-10,S.K417,2021-10-31,130,True,-0.45937621036274634,-0.11635102830039411,-0.13383804501648483,-0.2334568698189485
Côte d'Ivoire,2021-03-06,-0.10606785062988351,2021-04-13,S.K417,2021-11-04,38,True,-0.9251935429261775,-0.11636348335974142,-0.13396598130488047,-0.26544651855610507
Egypt,2021-03-07,-0.10614338985775278,2021-03-07,S.K417,2021-11-05,0,True,2.7301432353169184,-0.11642361052999979,-0.13327326015032287,-0.26544651855610507
Jordan,2021-03-07,-0.10604267088726042,2021-04-18,S.K417,2021-11-05,42,True,-0.5060799556466299,-0.1149307080251599,-0.13274012101075844,-0.11447185682698656
North Macedonia,2021-03-10,-0.10614338985775278,2021-03-10,S.K417,2021-11-08,0,True,0.712296000157841,-0.11658348525483034,-0.13397716028363538,-0.11447185682698656
Pakistan,2021-03-15,-0.10407865096265959,2021-10-09,S.K417,2021-11-13,208,True,0.20557843937282938,-0.09673181332770785,-0.10515864880484087,-0.20066146510958027
Namibia,2021-03-17,-0.10498512169709075,2021-06-17,S.K417,2021-11-15,92,True,-0.2462488349231546,-0.10986493197946695,-0.12712217397842396,-0.26727923910795026
Suriname,2021-03-19,-0.10604267088726042,2021-03-31,S.K417,2021-11-17,12,True,0.0029959650105674395,-0.1166173727411417,-0.1340519045782802,-0.2727717946383853
Romania,2021-03-24,-0.10599231140201425,2021-09-30,S.K417,2021-11-22,190,True,0.7353953575657456,-0.11629598511854337,-0.1334147761658418,-0.25398764122262113
Taiwan,2021-03-24,-0.10606785062988351,2021-04-26,S.K417,2021-11-22,33,True,-0.5854686160444953,-0.11662185550751976,-0.13406280322680844,-0.2728334658129512
Sudan,2021-03-27,-0.1058664126888988,2021-03-29,S.K417,2021-11-25,2,True,3.1175388405602473,-0.11524707999994771,-0.12825711856301097,-0.2728974035816363
Liberia,2021-03-31,-0.10601749114463734,2021-05-20,S.K417,2021-11-29,50,True,1.401321548759954,-0.1165913376845004,-0.13396635253743228,-0.27285548556915784
South Sudan,2021-03-31,-0.1060930303725066,2021-04-29,S.K417,2021-11-29,29,True,-0.59107201400205,-0.1165531894491234,-0.13401468047562068,-0.2725777178811478
Iran,2021-04-03,-0.1060930303725066,2021-05-08,S.K417,2021-12-02,35,True,0.611037593001485,-0.10794837221354965,-0.1181344184514454,0.2554910376211349
Bahrain,2021-04-04,-0.10581605320365264,2021-10-26,S.K417,2021-12-03,205,True,-0.9877537533483578,-0.1160983654289047,-0.13389496839235704,-0.2587093954144911
Chile,2021-04-06,-0.10599231140201425,2021-09-06,S.K417,2021-12-05,153,True,0.22379964028014387,-0.11642156871803394,-0.13376116695435633,-0.1726066972795308
Malta,2021-04-09,-0.1060930303725066,2021-06-01,S.K417,2021-12-08,53,True,-0.38903051688532025,-0.11654857275155807,-0.13399567858508235,-0.27248016284211457
Burkina Faso,2021-04-10,-0.10614338985775278,2021-04-10,S.K417,2021-12-09,0,True,-0.5259985731632845,-0.1165906244106702,-0.13403844666108242,-0.27248016284211457
Saudi Arabia,2021-04-15,-0.10579087346102956,2021-09-06,S.K417,2021-12-14,144,True,-0.25002440430573897,-0.09798909413897486,-0.11499514737290192,-0.24619065612380764
Guatemala,2021-04-19,-0.10614338985775278,2021-04-19,S.K417,2021-12-18,0,True,1.0086208312026663,-0.11648888475361263,-0.13375471516244714,-0.24619065612380764
Tunisia,2021-04-24,-0.1060930303725066,2021-05-28,S.K417,2021-12-23,34,True,1.1882732616092369,-0.11134844963838816,-0.12149846939490332,-0.24390895914649724
Argentina,2021-04-24,-0.10614338985775278,2021-04-24,S.K417,2021-12-23,0,True,0.15452203519207863,-0.11649840975546147,-0.13388280760446988,-0.24390895914649724
Nepal,2021-04-30,-0.10579087346102956,2021-08-17,S.K417,2021-12-29,109,True,-0.3666284880696452,-0.10051745037795021,-0.11935407376115108,-0.19411856257782797
Georgia,2021-05-23,-0.10591677217414498,2021-09-28,S.K417,2022-01-21,128,True,-0.32963673170232827,-0.11290600839705184,-0.13053752820852757,-0.21464834553005965
Benin,2021-05-23,-0.10614338985775278,2021-05-23,S.K417,2022-01-21,0,True,-0.46713513172070903,-0.11662438357362478,-0.13406381810292411,-0.21464834553005965
Burundi,2021-05-27,-0.10604267088726042,2021-05-31,S.K417,2022-01-25,4,True,-1.2486029571984045,-0.11652770010862509,-0.13406104124975185,-0.2720068804118674
Cambodia,2021-05-31,-0.10594195191676807,2021-09-10,S.K417,2022-01-29,102,True,0.08296910617758466,-0.11651322702100583,-0.13391158889429294,-0.25567942328846877
Bulgaria,2021-06-09,-0.1060930303725066,2021-07-01,S.K417,2022-02-07,22,True,1.6178531938696559,-0.11659296893048776,-0.13396273427589334,-0.27081198626868597
Morocco,2021-06-17,-0.10614338985775278,2021-06-17,S.K417,2022-02-15,0,True,-0.12436512864167787,-0.11618072004209652,-0.1335550578559807,-0.27081198626868597
Ecuador,2021-06-30,-0.1060930303725066,2021-07-20,S.K417,2022-02-28,20,True,3.1005529645787813,-0.11648738664154397,-0.13346748429044017,-0.2497452587052144
Colombia,2021-07-01,-0.10538799757906014,2021-09-15,S.K417,2022-03-01,76,True,0.422271983235276,-0.1111182201166102,-0.12493320674569988,-0.09061910489198977
Kuwait,2021-07-07,-0.10614338985775278,2021-07-07,S.K417,2022-03-07,0,True,-0.9504493165600153,-0.116245301514368,-0.1339295034217912,-0.09061910489198977
Albania,2021-07-09,-0.10614338985775278,2021-07-09,S.K417,2022-03-09,0,True,-0.05761351093546523,-0.11601388906198683,-0.1333257226540281,-0.09061910489198977
Andorra,2021-07-15,-0.10611821011512969,2021-07-19,S.K417,2022-03-15,4,True,-0.725097630058651,-0.11641462703531504,-0.13394485859599206,-0.2723118541001444
Peru,2021-07-22,-0.10440598761675973,2021-10-24,S.K417,2022-03-22,94,True,4.9470876920039695,-0.11170148723305058,-0.10486331904092579,-0.24895012814805093
Paraguay,2021-08-19,-0.10614338985775278,2021-08-19,S.K417,2022-04-19,0,True,1.0031715442534317,-0.11615976065295218,-0.13302972020109954,-0.24895012814805093
Liechtenstein,2021-09-20,-0.10614338985775278,2021-09-20,S.K417,2022-05-21,0,True,-0.20168840805682803,-0.11662479658891507,-0.13406252765444288,-0.24895012814805093
Netherlands,2020-06-12,-0.04070123878034809,2021-05-13,S.S98F,2021-02-10,335,False,-0.5807133968194733,-0.047421861966254336,-0.0848395056534407,0.36049615201625795
Belgium,2020-07-02,-0.06774428235754418,2021-05-21,S.S98F,2021-03-02,323,False,0.3026626541321229,-0.11063732165189241,-0.12481237935363053,-0.1873864893564502
UK,2020-08-03,-0.0855715401346902,2021-05-23,S.S98F,2021-04-03,293,False,0.6356042348268302,-0.10543034687470049,-0.11325379203754411,6.196907946418251
Spain,2020-08-06,-0.0989923429527959,2021-05-01,S.S98F,2021-04-06,268,False,0.1954560072261896,-0.11309081497998456,-0.12895950677369367,0.06293917668744642
Germany,2020-08-10,-0.04744940980333557,2021-07-19,S.S98F,2021-04-10,343,False,0.3471403808621075,-0.10840582501894529,-0.1210210360017097,0.04077242814025491
Denmark,2020-08-10,-0.03181278963439817,2021-03-22,S.S98F,2021-04-10,224,True,-0.6065334759031272,-0.11408308351912201,-0.13231893379720533,-0.18698123490313498
Austria,2020-08-11,-0.10556425577742176,2021-05-20,S.S98F,2021-04-11,282,False,-0.2000981946383841,-0.1162788325416288,-0.13369224517703732,-0.2110317353397033
Switzerland,2020-08-16,-0.08056077135269576,2021-06-18,S.S98F,2021-04-16,306,False,-0.27740354927787286,-0.11420581061300727,-0.131650393206157,-0.20989903188093248
France,2020-08-18,-0.0999743529150963,2021-06-22,S.S98F,2021-04-18,308,False,-0.05472489489533903,-0.07943839573201043,-0.08916425205767059,5.8498342604948075
Slovenia,2020-08-20,-0.10501030143971384,2021-03-04,S.S98F,2021-04-20,196,True,0.048505867140260644,-0.11655148571479969,-0.13396534307846275,-0.24461502156708873
Italy,2020-08-26,-0.10372613456593636,2021-04-12,S.S98F,2021-04-26,229,True,0.7559987504705168,-0.11528887866699551,-0.13142232249344604,0.14345611575737147
Croatia,2020-09-08,-0.10566497474791411,2021-04-23,S.S98F,2021-05-09,227,True,0.1321957241592795,-0.11648794282801918,-0.1338711232260621,-0.23737244969277974
Ireland,2020-09-09,-0.1060930303725066,2021-02-15,S.S98F,2021-05-10,159,True,-0.04110466222667435,-0.1166274538020402,-0.1340647848432821,-0.2451734248038334
Greece,2020-09-11,-0.10294556254462064,2021-05-02,S.S98F,2021-05-12,233,True,0.7456754511984851,-0.11574222019310101,-0.13232493365765363,-0.23942788183557623
Serbia,2020-09-14,-0.1060930303725066,2021-02-21,S.S98F,2021-05-15,160,True,-0.6500721123621028,-0.11478356741616345,-0.13287601188590056,-0.19507535406587212
Sweden,2020-09-17,-0.07207519808871525,2021-05-12,S.S98F,2021-05-18,237,True,-0.37793353409670527,-0.11429707525707372,-0.13196271623660763,-0.16884655114959318
Finland,2020-09-17,-0.10536281783643706,2021-03-26,S.S98F,2021-05-18,190,True,-0.5402701257761129,-0.11660041245074447,-0.13404632987681026,-0.26469428728382915
South Korea,2020-09-17,-0.10581605320365264,2020-11-28,S.S98F,2021-05-18,72,True,-0.26877149034222075,-0.11662044814935936,-0.13405856684140074,-0.2698614561915322
Iceland,2020-09-17,-0.10523691912332163,2021-02-27,S.S98F,2021-05-18,163,True,-1.0043949548908713,-0.11662177309665583,-0.13406650952666324,-0.27237449419305015
Canada,2020-09-19,-0.10606785062988351,2020-12-03,S.S98F,2021-05-20,75,True,0.8915869527601711,-0.11658378151496246,-0.1339696974038719,1.0177506394070284
Australia,2020-09-19,-0.10599231140201425,2020-12-05,S.S98F,2021-05-20,77,True,0.9039249319991516,-0.11661537360890717,-0.1340358489424736,-0.27023671592389353
Norway,2020-09-28,-0.10125851978887378,2021-03-21,S.S98F,2021-05-29,174,True,-0.8210222571201987,-0.11650550339441922,-0.13400850671596762,-0.26259572082878213
Luxembourg,2020-10-02,-0.08481614785599757,2021-03-12,S.S98F,2021-06-02,161,True,-0.5183553357354318,-0.11590638548969552,-0.13351120294629013,-0.26493257160959677
Czech Republic,2020-10-03,-0.10428008890364429,2021-10-25,S.S98F,2021-06-03,387,False,-0.11522597473407258,-0.11439881599330948,-0.13150144375276357,-0.16816881061072042
Poland,2020-10-04,-0.09627293074950244,2021-09-22,S.S98F,2021-06-04,353,False,0.460840042788322,-0.10800682486130464,-0.11946331462827801,-0.06276830709994637
Estonia,2020-10-16,-0.10317218022822844,2021-04-17,S.S98F,2021-06-16,183,True,-0.6973525452922464,-0.11616222937610667,-0.13378741732262953,-0.25712373017313334
USA,2020-10-22,-0.1056901544905372,2021-05-20,S.S98F,2021-06-22,210,True,-0.1202035053083107,-0.11650448652745865,-0.13392419941373523,2.8426109270115716
New Zealand,2020-10-22,-0.10606785062988351,2020-10-30,S.S98F,2021-06-22,8,True,-0.45410370603941125,-0.11662976588080018,-0.13406820427131516,-0.27272255200034934
Bulgaria,2020-10-28,-0.10591677217414498,2021-02-24,S.S98F,2021-06-28,119,True,1.5203370109794603,-0.1165579727010952,-0.1338720235846919,-0.23609694108457846
Portugal,2020-11-09,-0.10521173938069854,2021-03-12,S.S98F,2021-07-10,123,True,0.07693175419361298,-0.11621386057024947,-0.13351364851626749,-0.12842146643741953
Slovakia,2020-11-28,-0.10606785062988351,2021-01-04,S.S98F,2021-07-29,37,True,-0.7356657583905761,-0.1166076015415672,-0.13405608507338437,-0.15184821765699288
Romania,2020-12-01,-0.10599231140201425,2021-01-19,S.S98F,2021-08-01,49,True,0.38114022290336746,-0.11644160988955649,-0.13376248107704997,-0.1673942063052066
Japan,2020-12-08,-0.10614338985775278,2020-12-08,S.S98F,2021-08-08,0,True,-0.3224650699881439,-0.11663098280119931,-0.13406917558925474,-0.1673942063052066
Kosovo,2020-12-09,-0.10614338985775278,2020-12-09,S.S98F,2021-08-09,0,True,0.44622172247854996,-0.11661368261226147,-0.1340398837374652,-0.1673942063052066
Congo (Brazzaville),2020-12-10,-0.10611821011512969,2020-12-12,S.S98F,2021-08-10,2,True,-0.20644002439849443,-0.11661811601831354,-0.13405544678825693,-0.2728974035816363
Suriname,2020-12-21,-0.10614338985775278,2020-12-21,S.S98F,2021-08-21,0,True,0.12242211042252119,-0.11662959678322818,-0.13406713677727575,-0.2728974035816363
Israel,2020-12-27,-0.10596713165939116,2021-01-28,S.S98F,2021-08-27,32,True,-0.823047393171806,-0.1165776459322944,-0.13404357609748704,-0.09344924637323833
Ukraine,2020-12-29,-0.10611821011512969,2020-12-31,S.S98F,2021-08-29,2,True,-0.1118674116904188,-0.11513170265077717,-0.13233973616030342,-0.04696069635847996
Lithuania,2021-01-03,-0.1056901544905372,2021-04-06,S.S98F,2021-09-03,93,True,-0.20404419867669157,-0.11658681440881137,-0.1340220325070567,-0.256631620162475
North Macedonia,2021-01-11,-0.10611821011512969,2021-01-15,S.S98F,2021-09-11,4,True,0.7573261506144497,-0.116553938092345,-0.133916827914114,-0.2620330209104553
Brazil,2021-01-15,-0.10614338985775278,2021-01-15,S.S98F,2021-09-15,0,True,0.3754693569038877,-0.11660693708273145,-0.1340301784103022,-0.2620330209104553
Latvia,2021-01-21,-0.10611821011512969,2021-02-12,S.S98F,2021-09-21,22,True,-0.028189232840301892,-0.1166246331015085,-0.1340612617856176,-0.25425020328625747
Turkey,2021-02-11,-0.1058664126888988,2021-03-11,S.S98F,2021-10-12,28,True,-0.6228143810423672,-0.11644560770714753,-0.13394476528449228,-0.042220581960083894
Costa Rica,2021-03-10,-0.10614338985775278,2021-03-10,S.S98F,2021-11-08,0,True,-0.3900640424181599,-0.11658155228226587,-0.13402514772392046,-0.042220581960083894
UK,2021-05-13,1.424633883170235,2021-11-27,Delta.145H,2022-01-11,198,True,-0.3503050951095958,1.7730483184298207,1.6207035380684485,10.262184977349317
Ireland,2021-06-29,-0.10279448408888213,2021-11-19,Delta.145H,2022-02-27,143,True,-0.5895077958179847,-0.11620747451913112,-0.13377151897594144,-0.2343186335063529
Italy,2021-07-01,-0.0991937808937806,2021-11-22,Delta.145H,2022-03-01,144,True,0.5279268196668285,-0.11162884446614148,-0.1252809712749373,-0.15968551481714768
Germany,2021-07-06,-0.08894562564618394,2021-11-18,Delta.145H,2022-03-06,135,True,-0.02713433134879683,-0.1132845548465542,-0.1299416703738173,-0.05065854585468376
France,2021-07-13,-0.09856428732820341,2021-11-15,Delta.145H,2022-03-13,125,True,-0.2234537739405134,-0.06016896472912517,-0.07488352640300244,3.1787944002123325
Sweden,2021-07-16,-0.10317218022822844,2021-11-19,Delta.145H,2022-03-16,126,True,-0.4584936370231737,-0.11639406005264197,-0.13387338092131257,-0.253863807446988
Lithuania,2021-07-20,-0.10563979500529103,2021-11-12,Delta.145H,2022-03-20,115,True,-0.35081258312336944,-0.11653350147494024,-0.1339787087593348,-0.24041343824671552
