Country,first_seq,num_seqs,last_seq,variant,censure_date,duration,censored,mortality_rate,total_cases,total_deaths,growth_rate
Malawi,2021-03-17,-0.10319735997085153,2021-09-24,21I.Delta,2021-11-15,191,True,1.213459513178386,-0.11358543454827953,-0.12674922524312246,-0.26849866285237484
Malaysia,2021-03-17,-0.07167232220674585,2021-11-15,21I.Delta,2021-11-15,243,False,-0.5315300748077352,0.12058367774057507,0.045668747250505175,-0.00826263702052387
Germany,2021-03-24,0.12248867315988267,2021-11-20,21I.Delta,2021-11-22,241,True,-0.05008487346975408,-0.07119910795778173,-0.07901766126793779,-0.10109863889933814
UK,2021-03-27,0.38780762117935674,2021-11-23,21I.Delta,2021-11-25,241,True,-0.3365919852796234,0.482339772337808,0.42988640104825265,8.12170001327787
Luxembourg,2021-04-02,-0.09816141144623401,2021-11-11,21I.Delta,2021-12-01,223,True,-0.6345121599729723,-0.11623386825901294,-0.1338069423245244,-0.2709501965186232
Australia,2021-04-04,-0.1024167879495358,2021-11-13,21I.Delta,2021-12-03,223,True,-0.6505497005123515,-0.11433252608295189,-0.13258571558087007,-0.14782297705218367
Bahrain,2021-04-05,-0.08922260281503791,2021-11-13,21I.Delta,2021-12-04,222,True,-0.988462726045865,-0.09095987201339592,-0.12568044866013892,-0.26046646206328605
Denmark,2021-04-05,0.03463655114793002,2021-11-24,21I.Delta,2021-12-04,233,True,-0.91536163419195,-0.10672399837258166,-0.13014892435106673,-0.2153264546967289
Japan,2021-04-06,-0.08574779833305182,2021-11-08,21I.Delta,2021-12-05,216,True,-0.6025799013277172,-0.11395303757091367,-0.13221961044501596,-0.10506368291923102
Belgium,2021-04-07,0.00822300113631112,2021-11-26,21I.Delta,2021-12-06,233,True,-0.24734793293306875,-0.08756335260728754,-0.10425436784517382,-0.2190490520270037
Kenya,2021-04-08,-0.10410383070528267,2021-09-24,21I.Delta,2021-12-07,169,True,0.07764606219249359,-0.11494990858472162,-0.13182953752922696,-0.2578768790941588
Sweden,2021-04-09,0.06895654034319842,2021-11-22,21I.Delta,2021-12-08,227,True,-0.4584936370231737,-0.10276561798531039,-0.12260838413392568,-0.24753525398370696
Ireland,2021-04-14,-0.08176939899860397,2021-11-20,21I.Delta,2021-12-13,220,True,-0.5979727175119248,-0.11353125971657536,-0.13191482035010663,-0.24523012992797685
Netherlands,2021-04-14,0.08527301356295919,2021-11-22,21I.Delta,2021-12-13,222,True,-0.8049191447243375,0.20006131015006356,0.024238263136562122,0.17873856127873128
Ghana,2021-04-18,-0.10490958246922148,2021-09-08,21I.Delta,2021-12-17,143,True,-0.7250116127872525,-0.11559668768759408,-0.13347433268546444,-0.26819959423055595
France,2021-04-20,0.0005431796362694009,2021-11-22,21I.Delta,2021-12-19,216,True,-0.23946563919534714,0.6896123151833812,0.6988910621725976,2.644076554601376
Nepal,2021-04-20,-0.10495994195446766,2021-09-22,21I.Delta,2021-12-19,155,True,-0.36703647099583064,-0.061532767568688196,-0.0837738866928754,-0.19964392857193877
Congo (Kinshasa),2021-04-20,-0.10614338985775278,2021-04-20,21I.Delta,2021-12-19,0,True,0.43844276564139434,-0.11654901322601127,-0.13393185673648683,-0.19964392857193877
Vietnam,2021-04-21,-0.0721759170592076,2021-10-28,21I.Delta,2021-12-20,190,True,0.3335338991407885,0.12984646573390557,0.25376654888004774,-0.1389305027454455
Poland,2021-04-22,-0.09171539733472357,2021-11-15,21I.Delta,2021-12-21,207,True,0.35731969719294454,-0.10267019456970422,-0.11178832393947087,-0.24902369498196383
Qatar,2021-04-22,-0.10395275224954416,2021-09-21,21I.Delta,2021-12-21,152,True,-1.1583260789334509,-0.1139130926281126,-0.13361664668323317,-0.268183957058459
Spain,2021-04-24,-0.06217955923784182,2021-11-20,21I.Delta,2021-12-23,210,True,-0.14321987710739342,-0.08534270927519641,-0.09890412074166145,-0.047180931789982866
South Sudan,2021-04-27,-0.10614338985775278,2021-04-27,21I.Delta,2021-12-26,0,True,-0.5900851232260013,-0.11660529884819447,-0.13405121362021305,-0.047180931789982866
Switzerland,2021-04-27,-0.04140627157379455,2021-11-23,21I.Delta,2021-12-26,210,True,-0.516834990672207,-0.10821942362829734,-0.12757920928029168,-0.24172435820378893
Bangladesh,2021-04-29,-0.1050858406675831,2021-10-21,21I.Delta,2021-12-28,175,True,-0.11154070981273866,-0.10774544780176563,-0.12381716815706277,-0.12408045605137034
Finland,2021-05-02,-0.09904270243804207,2021-10-21,21I.Delta,2021-12-31,172,True,-0.7979465664841815,-0.11607446505003371,-0.13378746808831332,-0.26303599207065037
Taiwan,2021-05-03,-0.10606785062988351,2021-08-26,21I.Delta,2022-01-01,115,True,2.262585318567852,-0.11649485246037512,-0.13360654390417678,-0.2695317049061919
Angola,2021-05-03,-0.10596713165939116,2021-09-11,21I.Delta,2022-01-01,131,True,0.4824324323458442,-0.11651730730420466,-0.1338741011223544,-0.2691415264782667
Barbados,2021-05-04,-0.10606785062988351,2021-07-14,21I.Delta,2022-01-02,71,True,-0.5493541952173309,-0.11658522892825611,-0.13403534514315443,-0.27282435072292993
South Africa,2021-05-04,-0.06711478879196699,2021-11-18,21I.Delta,2022-01-02,198,True,0.7744142374661429,-0.056308768806421515,-0.014070350059031476,-0.06632033228039945
Portugal,2021-05-06,-0.09720458122655667,2021-11-16,21I.Delta,2022-01-04,194,True,-0.1999291177008099,-0.11129213326200627,-0.12835431119270452,-0.23231731740747377
Philippines,2021-05-08,-0.05575872486895448,2021-08-31,21I.Delta,2022-01-06,115,True,-0.17589953304599648,-0.03201835841730822,-0.04158038395857044,-0.10604751954714525
Mauritius,2021-05-08,-0.10606785062988351,2021-07-01,21I.Delta,2022-01-06,54,True,-0.6861604460382666,-0.11662620067803149,-0.13406635893970598,-0.27256364706635683
Georgia,2021-05-11,-0.1060930303725066,2021-10-15,21I.Delta,2022-01-09,157,True,-0.34229780441925656,-0.11543422956526399,-0.13294882888092296,-0.21732490257906453
South Korea,2021-05-14,0.06601051045629718,2021-11-01,21I.Delta,2022-01-12,171,True,-0.7964169741122832,-0.05895874733427329,-0.1047778013773496,-0.23694326934608023
Russia,2021-05-16,-0.10556425577742176,2021-11-01,21I.Delta,2022-01-14,169,True,0.5927527655188817,-0.10633435422528545,-0.1153499031442658,0.23491979893671255
Seychelles,2021-05-18,-0.10538799757906014,2021-10-04,21I.Delta,2022-01-16,139,True,-0.9767035517763277,-0.11622276549084616,-0.1339314462293064,-0.2708986103368489
Malta,2021-05-19,-0.10606785062988351,2021-07-10,21I.Delta,2022-01-17,52,True,-0.3995442338866921,-0.11651949041435802,-0.13397084319927818,-0.27278894488542027
Jordan,2021-05-20,-0.10596713165939116,2021-10-25,21I.Delta,2022-01-18,158,True,-0.4486014791151266,-0.1132477822782611,-0.1312411661635514,-0.25433272153464365
Afghanistan,2021-05-21,-0.10611821011512969,2021-05-24,21I.Delta,2022-01-19,3,True,1.590721664554969,-0.11629000533719805,-0.13312780134197008,-0.2635603291413467
China,2021-05-21,-0.10511102041020619,2021-07-17,21I.Delta,2022-01-19,57,True,1.588949297628624,0.2083238380045444,0.7619784969221939,-0.23746797350262608
Brazil,2021-05-22,-0.10166139567084319,2021-11-11,21I.Delta,2022-01-20,173,True,0.5844615510709816,-0.10524672229063703,-0.1134616349696634,0.5226161092862108
Austria,2021-05-24,-0.09813623170361092,2021-11-07,21I.Delta,2022-01-22,167,True,-0.43767038204032116,-0.1101572209764565,-0.1285909989448856,-0.245599395485448
Pakistan,2021-05-24,-0.10420454967577503,2021-10-31,21I.Delta,2022-01-22,160,True,0.20572466196285474,-0.09769949717469897,-0.10656193080421374,-0.2063294548791696
Slovenia,2021-05-24,-0.085798157818298,2021-10-20,21I.Delta,2022-01-22,149,True,-0.30744263511115805,-0.11436312339838611,-0.13187154540945745,-0.26472491032377454
Kuwait,2021-05-24,-0.10302110177248991,2021-09-26,21I.Delta,2022-01-22,125,True,-0.9250862041703307,-0.06285918371020156,-0.1132837115474721,-0.24987511215641767
Lithuania,2021-05-26,-0.10453188632987517,2021-11-10,21I.Delta,2022-01-24,168,True,-0.34775978317156225,-0.11633226560751088,-0.13379107476183363,-0.2534885039813997
Norway,2021-05-30,-0.031485452980298034,2021-11-22,21I.Delta,2022-01-28,176,True,-1.053312804114067,-0.11123249071613132,-0.13263541066030443,-0.25706947085257725
Senegal,2021-06-01,-0.10579087346102956,2021-11-02,21I.Delta,2022-01-30,154,True,0.4168288180847844,-0.11545951339852134,-0.13213360871482235,-0.26623164375120506
Iceland,2021-06-04,-0.058327058616509414,2021-08-30,21I.Delta,2022-02-02,87,True,-1.1224115680024584,-0.11576535959683847,-0.13389589142423192,-0.2716999385900438
Argentina,2021-06-04,-0.10410383070528267,2021-11-14,21I.Delta,2022-02-02,163,True,0.17560288082005696,-0.09631504889010892,-0.10512747354225549,-0.08719941318681491
Uganda,2021-06-06,-0.10614338985775278,2021-06-06,21I.Delta,2022-02-04,0,True,-0.8360690923092279,-0.11660255107997966,-0.13405595292516745,-0.08719941318681491
Romania,2021-06-08,-0.09841320887246488,2021-11-04,21I.Delta,2022-02-06,149,True,0.6946340363915883,-0.09647654864236921,-0.09549219298603387,-0.19554624937239734
Chile,2021-06-13,-0.1032477194560977,2021-11-08,21I.Delta,2022-02-11,148,True,0.19118427908792446,-0.11300769293336968,-0.12885413475654028,-0.24582602584922564
United Arab Emirates,2021-06-14,-0.10606785062988351,2021-06-20,21I.Delta,2022-02-12,6,True,-1.1370225632538788,-0.1158088179968044,-0.13391593629447357,-0.22306905967368845
Togo,2021-06-14,-0.10611821011512969,2021-06-28,21I.Delta,2022-02-12,14,True,-0.6975212574594292,-0.11661045691064784,-0.13405694904780782,-0.2725715174118077
Albania,2021-06-16,-0.10611821011512969,2021-07-09,21I.Delta,2022-02-14,23,True,-0.05761351093546523,-0.11539647632095883,-0.13258196511555012,-0.27280487191265945
Benin,2021-06-20,-0.10604267088726042,2021-07-03,21I.Delta,2022-02-18,13,True,-0.4603221351483332,-0.11659596064240683,-0.1340403288402054,-0.27278881954316186
Croatia,2021-06-21,-0.09730530019704903,2021-11-11,21I.Delta,2022-02-19,143,True,-0.05045891275267265,-0.11250174247684523,-0.12906700170689886,-0.25194364582735473
Lebanon,2021-06-25,-0.10596713165939116,2021-07-09,21I.Delta,2022-02-23,14,True,-0.3430679443535307,-0.11573322920892216,-0.13322939269146025,-0.2680284550809723
Peru,2021-06-25,-0.10234124872166654,2021-11-03,21I.Delta,2022-02-23,131,True,4.934418539864213,-0.10589023821363035,-0.07056352580279097,-0.2451182315196553
Eswatini,2021-06-26,-0.10596713165939116,2021-07-08,21I.Delta,2022-02-24,12,True,1.0673212030415995,-0.11627276506526661,-0.133257207248259,-0.2718781882182482
Costa Rica,2021-06-27,-0.10521173938069854,2021-10-20,21I.Delta,2022-02-25,115,True,-0.4777111113732972,-0.11158651196411086,-0.1299909864793201,-0.22865960030163246
Maldives,2021-06-28,-0.10599231140201425,2021-09-18,21I.Delta,2022-02-26,82,True,-1.1458533819212173,-0.11637402038310607,-0.13402359272561876,-0.26995939607125113
Zimbabwe,2021-06-28,-0.10561461526266794,2021-08-18,21I.Delta,2022-02-26,51,True,1.037899181144396,-0.11538114759138995,-0.13127191592303944,-0.23334235317491628
Papua New Guinea,2021-06-30,-0.09947075806263456,2021-10-13,21I.Delta,2022-02-28,105,True,-0.5704017012452617,-0.11417053922645347,-0.13229516362397603,-0.27192887604464033
Nigeria,2021-06-30,-0.10591677217414498,2021-09-12,21I.Delta,2022-02-28,74,True,-0.4354361123663774,-0.11643777904962811,-0.13390531006511897,-0.26154072136474915
Greece,2021-07-02,-0.08708232469207546,2021-11-17,21I.Delta,2022-03-02,138,True,0.03888307458282912,-0.10365435860318094,-0.11725605413900113,-0.20412983976461477
Bulgaria,2021-07-02,-0.08743484108879869,2021-10-28,21I.Delta,2022-03-02,118,True,1.4232444933840926,-0.10327074960605256,-0.09931626641456061,-0.2412826618833099
Colombia,2021-07-03,-0.10422972941839811,2021-11-02,21I.Delta,2022-03-03,122,True,0.41937707714692557,-0.10274094877916262,-0.11108832291645063,-0.17584471342603478
Saudi Arabia,2021-07-05,-0.1060930303725066,2021-09-09,21I.Delta,2022-03-05,66,True,-0.24782779148594639,-0.11289955061555922,-0.13024349675422528,-0.2532766744030386
Zambia,2021-07-05,-0.10614338985775278,2021-07-05,21I.Delta,2022-03-05,0,True,-0.29677912780330473,-0.11655014677009229,-0.13399002233855156,-0.2532766744030386
Ukraine,2021-07-05,-0.10536281783643706,2021-10-25,21I.Delta,2022-03-05,112,True,0.2829471275301087,-0.052317143610863155,-0.03593851124692069,-0.1695695697900802
Sierra Leone,2021-07-06,-0.1060930303725066,2021-09-08,21I.Delta,2022-03-06,64,True,-0.026394201881395126,-0.11642444447412095,-0.13381420217414813,-0.27274604919224443
Guinea,2021-07-07,-0.10611821011512969,2021-07-16,21I.Delta,2022-03-07,9,True,-0.8118423692547152,-0.11653052148894104,-0.13401976030683957,-0.2717804235859257
Andorra,2021-07-08,-0.10606785062988351,2021-09-11,21I.Delta,2022-03-08,65,True,-0.7406574012348159,-0.11617610220388952,-0.13381434936498512,-0.27250431964937666
Mozambique,2021-07-09,-0.1060930303725066,2021-09-01,21I.Delta,2022-03-09,54,True,-0.4582064489498604,-0.11649149619839648,-0.13395388182004733,-0.2438001095479385
Timor-Leste,2021-07-10,-0.10614338985775278,2021-07-10,21I.Delta,2022-03-10,0,True,-1.158459015813528,-0.11660811842470542,-0.13406562091990384,-0.2438001095479385
North Macedonia,2021-07-11,-0.10601749114463734,2021-11-08,21I.Delta,2022-03-11,120,True,1.0864110615393954,-0.1160897768346587,-0.1328328942868074,-0.26097788053881915
Suriname,2021-07-12,-0.10584123294627572,2021-10-06,21I.Delta,2022-03-12,86,True,0.14852812329339773,-0.11646171356599277,-0.13383221933018202,-0.26733765164802575
Morocco,2021-07-12,-0.10601749114463734,2021-09-07,21I.Delta,2022-03-12,57,True,-0.3098787896819452,-0.11205451351220183,-0.12964494622292613,-0.10067265482327915
Kosovo,2021-07-12,-0.1048592229839753,2021-10-04,21I.Delta,2022-03-12,84,True,-0.06004596332812109,-0.11332868476001157,-0.1300986052871331,-0.25192166684939965
Montenegro,2021-07-13,-0.10604267088726042,2021-09-06,21I.Delta,2022-03-13,55,True,-0.30472432478145567,-0.11598207771921946,-0.13343869773142567,-0.26466488422158974
Azerbaijan,2021-07-14,-0.10614338985775278,2021-07-14,21I.Delta,2022-03-14,0,True,-0.31618471679560894,-0.10348786743158948,-0.12144144625192996,-0.26466488422158974
Jamaica,2021-07-14,-0.10584123294627572,2021-07-25,21I.Delta,2022-03-14,11,True,0.22494087444186997,-0.11619280579288382,-0.13342440740821201,-0.2705339641316614
Bahamas,2021-07-17,-0.10581605320365264,2021-08-08,21I.Delta,2022-03-17,22,True,0.014205053669630475,-0.11621124451536324,-0.13353501381796648,-0.2703993194991672
Antigua and Barbuda,2021-07-18,-0.10611821011512969,2021-07-30,21I.Delta,2022-03-18,12,True,0.9405819139614302,-0.116622555585531,-0.1340507108198263,-0.272842441290556
Ecuador,2021-07-18,-0.1058915924315219,2021-10-02,21I.Delta,2022-03-18,76,True,3.091863841487151,-0.11606720154029816,-0.13171447603530206,-0.26254894255183603
Liechtenstein,2021-07-20,-0.1060930303725066,2021-10-06,21I.Delta,2022-03-20,78,True,-0.2121877059397595,-0.11661160366817225,-0.13404862257831007,-0.27274593945353776
Brunei,2021-07-21,-0.10579087346102956,2021-08-17,21I.Delta,2022-03-21,27,True,-1.0921780249352833,-0.11651053780344653,-0.1340418283169685,-0.27252104568537944
Estonia,2021-07-22,-0.1016362159282201,2021-11-02,21I.Delta,2022-03-22,103,True,-0.7923042820032147,-0.11543704713338362,-0.13345829066881396,-0.25939849843126167
Monaco,2021-07-23,-0.1060930303725066,2021-08-23,21I.Delta,2022-03-23,31,True,-0.6105237916142013,-0.11659695219475082,-0.13404601234607405,-0.272592877068959
Uzbekistan,2021-07-23,-0.10611821011512969,2021-07-23,21I.Delta,2022-03-23,0,True,-0.8750386381519378,-0.11541803453822472,-0.13354322429525092,-0.272592877068959
Iraq,2021-07-25,-0.10611821011512969,2021-07-28,21I.Delta,2022-03-25,3,True,-0.5336330981641133,-0.11120905769891949,-0.12997178970440743,0.034089111038024054
Bosnia and Herzegovina,2021-07-26,-0.10604267088726042,2021-10-25,21I.Delta,2022-03-26,91,True,1.8167378887211059,-0.11575768848070579,-0.13147286489547655,-0.2597563776008978
Burundi,2021-07-28,-0.10574051397578338,2021-07-28,21I.Delta,2022-03-28,0,True,-1.2425574674559232,-0.11613749589783602,-0.1340264415844488,-0.2597563776008978
Trinidad and Tobago,2021-07-30,-0.1060930303725066,2021-10-12,21I.Delta,2022-03-30,74,True,0.7024785484671421,-0.11657726871663894,-0.13396565821348017,-0.268116337923886
Cambodia,2021-07-30,-0.10574051397578338,2021-09-20,21I.Delta,2022-03-30,52,True,0.06300339052851936,-0.11639343387613878,-0.1337558785831128,-0.2603744865491091
Ethiopia,2021-08-02,-0.10596713165939116,2021-08-11,21I.Delta,2022-04-02,9,True,-0.2631514687842947,-0.11488843815359788,-0.13230779315920452,-0.2585792400978914
Serbia,2021-08-03,-0.1060930303725066,2021-09-01,21I.Delta,2022-04-03,29,True,-0.6774454986509723,-0.1133886303622552,-0.13205871862536742,-0.23750876429458473
Djibouti,2021-08-06,-0.1060930303725066,2021-09-16,21I.Delta,2022-04-06,41,True,-0.42980163928129944,-0.116605143171064,-0.13404715018105307,-0.2727496975664203
Dominican Republic,2021-08-16,-0.10606785062988351,2021-10-12,21I.Delta,2022-04-16,57,True,-0.5692955146916354,-0.11586166846151016,-0.13351373828031002,-0.26494321848015384
Paraguay,2021-08-18,-0.10614338985775278,2021-08-18,21I.Delta,2022-04-18,0,True,1.00140800215028,-0.11615989159393338,-0.13303079294789918,-0.26494321848015384
Cameroon,2021-08-28,-0.1060930303725066,2021-09-25,21I.Delta,2022-04-28,28,True,-0.23059015291105256,-0.11641020367041166,-0.13383920478646388,-0.2709930937880006
Thailand,2021-08-30,-0.10402829147741342,2021-11-08,21I.Delta,2022-04-30,70,True,-0.6472759647887456,-0.10993291847582277,-0.12972527069172274,-0.001565771523186056
Egypt,2021-09-04,-0.10604267088726042,2021-10-21,21I.Delta,2022-05-05,47,True,2.5523688704359175,-0.11483857632153417,-0.12749731557511043,-0.25577526566895026
Guyana,2021-09-06,-0.1058915924315219,2021-09-07,21I.Delta,2022-05-07,1,True,0.34948424714477094,-0.11433828441869257,-0.13042689494116266,-0.2665051550753497
South Africa,2020-08-17,0.07087020078255307,2021-10-26,20H.Beta.V2,2021-04-17,435,False,0.7663399234917284,0.156132777655499,0.4064609216257759,-0.1307574442908263
Mozambique,2020-08-22,-0.09677652560196419,2021-06-22,20H.Beta.V2,2021-04-22,304,False,-0.5277016840521941,-0.10801135817081346,-0.1275070113886841,-0.26584314039492246
Angola,2020-08-25,-0.09710386225606432,2021-07-29,20H.Beta.V2,2021-04-25,338,False,0.2928910021567325,-0.11230257648201963,-0.1274240888329188,-0.27017576861818593
United Arab Emirates,2020-08-28,-0.10501030143971384,2021-05-02,20H.Beta.V2,2021-04-28,247,False,-1.1252666724005471,-0.10853634484725189,-0.13246854254827595,-0.22437843026683382
Zimbabwe,2020-09-01,-0.09725494071180285,2021-06-25,20H.Beta.V2,2021-05-02,297,False,1.2895022968192926,-0.10914483702656337,-0.11554008020248281,-0.26924038520955146
Botswana,2020-09-09,-0.09707868251344123,2021-10-26,20H.Beta.V2,2021-05-10,412,False,-0.44442488226748794,-0.10115344761776889,-0.12107044018445805,-0.2619501110441361
Bangladesh,2020-11-01,-0.09561825744130216,2021-07-13,20H.Beta.V2,2021-07-02,254,False,-0.22593784306742287,-0.05876676370589213,-0.07354924201396332,-0.22280764230317324
Madagascar,2020-11-03,-0.10098154262001982,2021-04-26,20H.Beta.V2,2021-07-04,174,True,-0.17760087041988395,-0.11117698661650624,-0.12811620414115543,-0.27114408769517484
Sweden,2020-11-08,-0.04037390212624795,2021-08-05,20H.Beta.V2,2021-07-09,270,False,-0.4192604852026597,-0.11179462791411911,-0.1298926285337431,-0.17930408428187555
Switzerland,2020-11-12,-0.09783407479213387,2021-08-02,20H.Beta.V2,2021-07-13,263,False,-0.3007764265573918,-0.11582156794970179,-0.1332797326044349,-0.2332116914922035
Eswatini,2020-11-13,-0.10538799757906014,2021-07-09,20H.Beta.V2,2021-07-14,238,True,1.0565969955961536,-0.11523370464723538,-0.13091732755793667,-0.27144855698161335
Malawi,2020-11-25,-0.09773335582164151,2021-06-21,20H.Beta.V2,2021-07-26,208,True,0.9777338038410347,-0.11172024630664429,-0.1233582938471188,-0.26877513262135855
Zambia,2020-12-01,-0.10145995772985848,2021-06-04,20H.Beta.V2,2021-08-01,185,True,-0.425869866115087,-0.1076111444377399,-0.12633608194161774,-0.2604867722203394
Malaysia,2020-12-01,-0.10083046416428129,2021-11-05,20H.Beta.V2,2021-08-01,339,False,-0.5286480377360484,-0.08070317027120469,-0.10674901790556529,-0.09563738320528642
Mauritius,2020-12-06,-0.10599231140201425,2021-06-17,20H.Beta.V2,2021-08-06,193,True,-0.6171135321578972,-0.11662323346589054,-0.13406401800010578,-0.27274594206904096
UK,2020-12-10,-0.08260033050516587,2021-10-13,20H.Beta.V2,2021-08-10,307,False,-0.18608806034637712,-0.0928436965223341,-0.1082961795729631,5.192171666829563
Australia,2020-12-10,-0.10375131430855945,2021-06-30,20H.Beta.V2,2021-08-10,202,True,0.7127599660302244,-0.11639193926014066,-0.13360723569866131,-0.2706557729935027
Kenya,2020-12-15,-0.10070456545116585,2021-06-29,20H.Beta.V2,2021-08-15,196,True,0.024941518503503655,-0.11333806886836838,-0.12984593984665327,-0.25982989120836286
Lesotho,2020-12-16,-0.10581605320365264,2021-01-18,20H.Beta.V2,2021-08-16,33,True,-0.3426101899210072,-0.11553212892002325,-0.13304080217051545,-0.2693273671406717
Israel,2020-12-17,-0.09982327445935779,2021-07-15,20H.Beta.V2,2021-08-17,210,True,-0.8118528076180145,-0.1143488716960273,-0.1329434676305056,-0.22445595238258328
Japan,2020-12-19,-0.10362541559544401,2021-07-30,20H.Beta.V2,2021-08-19,223,True,-0.18983194986867186,-0.11645441140248664,-0.13387844823227762,-0.19920050780823675
Canada,2020-12-19,-0.08816505362486823,2021-10-27,20H.Beta.V2,2021-08-19,312,False,-0.16873926540732795,-0.08047937122322134,-0.09430824612587897,1.148326432745931
Finland,2020-12-19,-0.07811833631825628,2021-07-12,20H.Beta.V2,2021-08-19,205,True,-0.6433992968442865,-0.11522639593171152,-0.13315319788976668,-0.26411991462933215
Belgium,2020-12-20,-0.07791689837727157,2021-07-31,20H.Beta.V2,2021-08-20,223,True,0.21251416359846878,-0.11188624844395648,-0.1271446262835248,-0.21107546871298957
Germany,2020-12-21,-0.04875875641973613,2021-09-06,20H.Beta.V2,2021-08-21,259,False,0.2529597680690591,-0.10801986051606487,-0.12117361775349425,-0.04238220415686634
Ireland,2020-12-22,-0.10417936993315194,2021-07-13,20H.Beta.V2,2021-08-22,203,True,-0.09798096283253299,-0.11649690843366524,-0.1339127013560441,-0.25465718701845846
Netherlands,2020-12-22,-0.0888197269330685,2021-10-11,20H.Beta.V2,2021-08-22,293,False,-0.713736592190236,-0.09315949872522027,-0.12031807159963612,0.29411857069577163
France,2020-12-22,0.04914008289882848,2021-10-12,20H.Beta.V2,2021-08-22,294,False,-0.19883823288585306,1.0006752591524892,1.063070658297286,4.401787283428087
Austria,2020-12-23,-0.09942039857738838,2021-09-01,20H.Beta.V2,2021-08-23,252,False,-0.2577229303059067,-0.1123844132759692,-0.12975498236504782,-0.2384060038876916
Spain,2020-12-24,-0.06646011548376671,2021-08-28,20H.Beta.V2,2021-08-24,247,False,-0.13621299369445025,-0.0897707960831784,-0.1037033703820395,-0.03443113099957972
South Korea,2020-12-26,-0.10523691912332163,2021-07-31,20H.Beta.V2,2021-08-26,217,True,-0.6108702510836118,-0.11646187118018186,-0.13395377959253027,-0.25898384901218074
Norway,2020-12-27,-0.09581969538228687,2021-07-12,20H.Beta.V2,2021-08-27,197,True,-0.9234206100196108,-0.11622456253826115,-0.13391161505569057,-0.26101761371130433
Rwanda,2020-12-28,-0.1048844027265984,2021-07-07,20H.Beta.V2,2021-08-28,191,True,-0.5587593239726885,-0.11525721166882458,-0.13306361475243728,-0.2696433595405051
Qatar,2020-12-29,-0.09038087097569994,2021-06-07,20H.Beta.V2,2021-08-29,160,True,-1.1556545922964319,-0.09865814392266678,-0.13103000394967282,-0.25960355027681437
New Zealand,2020-12-29,-0.1054887165495525,2021-06-27,20H.Beta.V2,2021-08-29,180,True,-0.6804226725986166,-0.11661679157619632,-0.13406052322574866,-0.27273776107331665
India,2020-12-30,-0.10045276802493498,2021-06-29,20H.Beta.V2,2021-08-30,181,True,-0.4300783572721489,-0.08019950487830942,-0.10297940850007235,2.8880366261318025
China,2020-12-31,-0.10611821011512969,2021-04-26,20H.Beta.V2,2021-08-31,116,True,1.6709579947996416,-0.10158872907279469,-0.09142693294481519,-0.21959927257571296
USA,2021-01-01,-0.02864014206388913,2021-09-22,20H.Beta.V2,2021-09-01,264,False,-0.23646383469589832,-0.09022973080104701,-0.1067182861305191,1.1822721595612142
Portugal,2021-01-02,-0.10319735997085153,2021-07-19,20H.Beta.V2,2021-09-02,198,True,-0.06204938161258822,-0.11514471768144643,-0.1322849064730276,-0.23461782750407498
Denmark,2021-01-04,-0.10289520305937447,2021-07-19,20H.Beta.V2,2021-09-04,196,True,-0.7655745604450281,-0.1164794269729662,-0.13398792603225843,-0.22358954440946646
Comoros,2021-01-05,-0.10601749114463734,2021-01-10,20H.Beta.V2,2021-09-05,5,True,-0.2556852429119634,-0.1164853077659746,-0.13392088141788094,-0.2720330210136848
Cameroon,2021-01-05,-0.1058915924315219,2021-09-17,20H.Beta.V2,2021-09-05,255,False,-0.23059015291105256,-0.11582060865003929,-0.13322513703706015,-0.26622268569074514
Ghana,2021-01-06,-0.10556425577742176,2021-05-07,20H.Beta.V2,2021-09-06,121,True,-0.753521834410328,-0.11625499584039298,-0.13386313310853953,-0.2645738115222421
Luxembourg,2021-01-09,-0.08317946458549688,2021-07-06,20H.Beta.V2,2021-09-09,178,True,-0.5466141020962012,-0.11566020231817283,-0.1333474904212069,-0.2692541659116561
Panama,2021-01-11,-0.10611821011512969,2021-01-12,20H.Beta.V2,2021-09-11,1,True,-0.23181902850330757,-0.11556407416238962,-0.13295919121443195,-0.18164927604914835
Equatorial Guinea,2021-01-12,-0.10493476221184457,2021-08-27,20H.Beta.V2,2021-09-12,227,True,-0.41036832911834126,-0.11530963087064879,-0.13291702910534953,-0.27243280323798674
Greece,2021-01-14,-0.10468296478561369,2021-07-25,20H.Beta.V2,2021-09-14,192,True,0.5337824546261842,-0.11606829810443026,-0.1330772646571123,-0.22689655733964623
Russia,2021-01-19,-0.10543835706430632,2021-06-12,20H.Beta.V2,2021-09-19,144,True,0.3299628397606812,-0.10904250693478583,-0.12215396813009828,-0.03184883194882956
Brunei,2021-01-20,-0.10614338985775278,2021-01-20,20H.Beta.V2,2021-09-20,0,True,-0.14610205277803792,-0.11662965759832615,-0.1340676367341371,-0.03184883194882956
Turkey,2021-01-21,-0.08879454719044541,2021-08-07,20H.Beta.V2,2021-09-21,198,True,-0.7257819896498942,-0.09443364354129624,-0.12131671022639019,0.22944864611453944
Congo (Kinshasa),2021-01-22,-0.10579087346102956,2021-06-20,20H.Beta.V2,2021-09-22,149,True,0.268112558368817,-0.11502668303932999,-0.13164359079782217,-0.2709252517257128
