Country,first_seq,num_seqs,last_seq,variant,censure_date,duration,censored,mortality_rate,total_cases,total_deaths,growth_rate
South Korea,2021-07-06,41,2021-10-21,Delta.250I,2022-03-06,107,True,0.01,337,3,1800.13
Austria,2021-07-08,41,2021-11-01,Delta.250I,2022-03-08,116,True,0.01,809,11,1476.24
Spain,2021-07-14,357,2021-11-19,Delta.250I,2022-03-14,128,True,0.02,6570,114,6281.11
India,2021-07-14,4,2021-09-09,Delta.250I,2022-03-14,57,True,0.01,721,10,37993.09
Australia,2021-07-14,3,2021-08-22,Delta.250I,2022-03-14,39,True,0.02,12,1,2471.56
Benin,2021-07-18,1,2021-07-18,Delta.250I,2022-03-18,0,True,0.01,8,1,2471.56
Luxembourg,2021-07-19,68,2021-11-10,Delta.250I,2022-03-19,114,True,0.01,88,1,85.65
Croatia,2021-07-22,4,2021-11-09,Delta.250I,2022-03-22,110,True,0.02,47,1,1114.61
Bulgaria,2021-07-22,4,2021-09-09,Delta.250I,2022-03-22,49,True,0.04,59,3,953.69
Bahrain,2021-07-23,195,2021-11-13,Delta.250I,2022-03-23,113,True,0.01,7643,39,80.73
Lithuania,2021-07-26,33,2021-10-30,Delta.250I,2022-03-26,96,True,0.01,146,3,1188.4
Ireland,2021-07-27,36,2021-11-21,Delta.250I,2022-03-27,117,True,0.01,120,2,1733.17
Iceland,2021-07-27,5,2021-08-12,Delta.250I,2022-03-27,16,True,0.0,3,1,111.37
Argentina,2021-08-03,2,2021-08-24,Delta.250I,2022-04-03,21,True,0.02,494,11,8616.38
Czech Republic,2021-08-03,10,2021-09-25,Delta.250I,2022-04-03,53,True,0.02,299,6,266.88
Romania,2021-08-04,4,2021-08-10,Delta.250I,2022-04-04,6,True,0.03,174,6,232.18
Poland,2021-08-04,262,2021-11-19,Delta.250I,2022-04-04,107,True,0.02,6729,164,2625.09
Slovenia,2021-08-11,6,2021-10-13,Delta.250I,2022-04-11,63,True,0.02,17,1,741.87
Estonia,2021-08-12,49,2021-11-02,Delta.250I,2022-04-12,82,True,0.01,335,3,672.58
Qatar,2021-08-12,36,2021-09-17,Delta.250I,2022-04-12,36,True,0.0,1141,3,189.51
Portugal,2021-08-16,19,2021-11-16,Delta.250I,2022-04-16,92,True,0.02,293,5,942.4
Singapore,2021-08-18,1,2021-08-18,Delta.250I,2022-04-18,0,True,0.0,3,1,942.4
Kuwait,2021-08-19,2,2021-08-19,Delta.250I,2022-04-19,0,True,0.01,876,6,942.4
Chile,2021-08-23,2,2021-10-15,Delta.250I,2022-04-23,53,True,0.02,63,2,580.06
Iran,2021-08-29,1,2021-08-29,Delta.250I,2022-04-29,0,True,0.02,5549,120,580.06
Montenegro,2021-08-30,1,2021-08-30,Delta.250I,2022-04-30,0,True,0.01,130,2,580.06
Mexico,2021-09-13,3,2021-09-23,Delta.250I,2022-05-14,10,True,0.08,102,8,8471.83
Russia,2021-09-21,1,2021-09-21,Delta.250I,2022-05-22,0,True,0.03,378,11,8471.83
Indonesia,2021-09-21,2,2021-09-25,Delta.250I,2022-05-22,4,True,0.03,426,15,2602.8
Georgia,2021-10-01,2,2021-10-15,Delta.250I,2022-06-01,14,True,0.01,820,12,2696.1
Kosovo,2021-10-12,2,2021-10-16,Delta.250I,2022-06-12,4,True,0.02,131,3,24.1
New Zealand,2021-10-15,1,2021-10-15,Delta.250I,2022-06-15,0,True,0.01,1,1,0.0
North Macedonia,2021-11-05,2,2021-11-05,Delta.250I,2022-07-06,0,True,0.04,185,7,0.0
China,2019-10-22,4,2020-07-28,S.Q613,2020-06-21,280,False,0.05,25275,1295,9458.37
Denmark,2020-03-11,2834,2021-11-24,S.Q613,2020-11-09,623,False,0.01,5159,32,2283.37
Germany,2020-03-18,1770,2021-11-18,S.Q613,2020-11-16,610,False,0.02,8899,169,9083.35
Australia,2020-03-19,13628,2021-11-17,S.Q613,2020-11-17,608,False,0.01,221154,2190,1268.13
Spain,2020-03-19,626,2021-11-17,S.Q613,2020-11-17,608,False,0.02,11490,200,9913.36
UK,2020-03-23,3655,2021-11-24,S.Q613,2020-11-21,611,False,0.01,115151,1662,218845.13
Belgium,2020-03-25,1562,2021-11-23,S.Q613,2020-11-23,608,False,0.02,9871,162,2661.12
USA,2020-03-27,5823,2021-11-22,S.Q613,2020-11-25,605,False,0.02,57692,928,86829.58
Qatar,2020-03-29,30,2021-09-17,S.Q613,2020-11-27,537,False,0.0,951,3,402.94
Japan,2020-04-03,102,2021-10-08,S.Q613,2020-12-02,553,False,0.01,344,4,2679.16
Portugal,2020-04-05,80,2021-11-16,S.Q613,2020-12-04,590,False,0.02,1233,21,2330.99
Brazil,2020-04-07,272,2021-11-10,S.Q613,2020-12-06,582,False,0.03,17762,495,43785.45
United Arab Emirates,2020-04-24,37,2021-02-06,S.Q613,2020-12-23,288,False,0.0,4131,12,893.97
Saudi Arabia,2020-04-24,6,2020-06-25,S.Q613,2020-12-23,62,True,0.01,2398,21,2470.35
India,2020-04-30,433,2021-11-13,S.Q613,2020-12-29,562,False,0.01,80982,1091,73061.16
Canada,2020-05-05,14840,2021-11-17,S.Q613,2021-01-03,561,False,0.02,793696,13298,57506.77
Austria,2020-05-17,16,2021-10-18,S.Q613,2021-01-15,519,False,0.01,294,5,1769.32
Norway,2020-05-25,158,2021-11-02,S.Q613,2021-01-23,526,False,0.0,254,2,397.99
Kenya,2020-06-08,144,2021-10-06,S.Q613,2021-02-06,485,False,0.02,3064,64,522.58
Poland,2020-06-09,52,2021-11-12,S.Q613,2021-02-07,521,False,0.02,1285,32,7575.68
North Macedonia,2020-06-10,2,2021-06-09,S.Q613,2021-02-08,364,False,0.04,140,5,494.23
Ghana,2020-06-20,11,2021-09-08,S.Q613,2021-02-18,445,False,0.01,234,3,208.96
Bangladesh,2020-06-28,8,2021-09-06,S.Q613,2021-02-26,435,False,0.02,1645,29,2497.81
Indonesia,2020-06-29,55,2021-10-07,S.Q613,2021-02-27,465,False,0.03,11761,397,9048.97
Laos,2020-07-07,2,2020-07-10,S.Q613,2021-03-07,3,True,0.0,2,0,0.0
Switzerland,2020-07-20,307,2021-11-21,S.Q613,2021-03-20,489,False,0.01,1010,13,1941.99
Ireland,2020-07-22,67,2021-11-08,S.Q613,2021-03-22,474,False,0.01,199,3,916.03
Romania,2020-07-24,25,2021-10-23,S.Q613,2021-03-24,456,False,0.03,1547,45,3008.58
South Africa,2020-08-11,20,2021-10-04,S.Q613,2021-04-11,419,False,0.03,794,24,5678.56
Uganda,2020-08-14,240,2021-06-10,S.Q613,2021-04-14,300,False,0.01,7628,54,170.12
Rwanda,2020-08-28,141,2021-08-22,S.Q613,2021-04-28,359,False,0.01,7195,89,169.57
Mexico,2020-09-03,105,2021-11-04,S.Q613,2021-05-04,427,False,0.08,3738,284,7506.46
Italy,2020-09-15,636,2021-11-19,S.Q613,2021-05-16,430,False,0.03,11735,319,11219.0
Chile,2020-09-21,44,2021-11-10,S.Q613,2021-05-22,415,False,0.02,1416,32,3762.1
France,2020-09-25,1744,2021-11-20,S.Q613,2021-05-26,421,False,0.02,339748,5411,199480.08
Peru,2020-10-05,57,2021-11-07,S.Q613,2021-06-05,398,False,0.09,4147,377,4239.89
Slovenia,2020-10-06,225,2021-10-17,S.Q613,2021-06-06,376,False,0.02,640,10,738.19
Greece,2020-11-16,27,2021-10-25,S.Q613,2021-07-17,343,False,0.02,401,9,1863.31
Russia,2020-11-18,22,2021-10-31,S.Q613,2021-07-19,347,False,0.03,9653,270,15598.47
Turkey,2020-11-20,161,2021-11-17,S.Q613,2021-07-21,362,False,0.01,7655,67,19843.04
Cambodia,2020-11-28,14,2020-12-05,S.Q613,2021-07-29,7,True,0.0,1,0,4.24
Timor-Leste,2020-11-29,2,2021-05-04,S.Q613,2021-07-30,156,True,0.0,13,1,10.36
Netherlands,2020-12-07,610,2021-11-17,S.Q613,2021-08-07,345,False,0.01,24974,199,23072.74
Togo,2020-12-11,2,2021-07-29,S.Q613,2021-08-11,230,True,0.01,25,1,60.31
Iran,2020-12-12,1,2020-12-12,S.Q613,2021-08-12,0,True,0.05,1240,59,60.31
Singapore,2020-12-13,6,2021-08-18,S.Q613,2021-08-13,248,False,0.0,16,1,26.37
Central African Republic,2020-12-15,1,2020-12-15,S.Q613,2021-08-15,0,True,0.01,19,1,26.37
Zimbabwe,2020-12-27,2,2020-12-28,S.Q613,2021-08-27,1,True,0.03,13,1,71.0
Philippines,2020-12-27,46,2021-08-30,S.Q613,2021-08-27,246,False,0.02,1984,34,6135.7
Malawi,2020-12-28,1,2020-12-28,S.Q613,2021-08-28,0,True,0.03,3,1,6135.7
South Korea,2020-12-28,90,2021-10-30,S.Q613,2021-08-28,306,False,0.01,773,7,922.12
Estonia,2020-12-29,61,2021-11-03,S.Q613,2021-08-29,309,False,0.01,421,4,442.99
Guatemala,2021-01-02,5,2021-07-27,S.Q613,2021-09-02,206,True,0.03,1220,35,952.56
Israel,2021-01-03,141,2021-11-24,S.Q613,2021-09-03,325,False,0.01,2073,13,2295.81
Argentina,2021-01-04,7,2021-10-12,S.Q613,2021-09-04,281,False,0.02,1770,39,15789.12
South Sudan,2021-01-08,9,2021-01-27,S.Q613,2021-09-08,19,True,0.02,87,2,11.18
Slovakia,2021-01-09,33,2021-11-03,S.Q613,2021-09-09,298,False,0.01,633,10,1283.73
Sweden,2021-01-12,955,2021-11-19,S.Q613,2021-09-12,311,False,0.01,1957,25,2155.1
Iceland,2021-01-13,5,2021-08-12,S.Q613,2021-09-13,211,True,0.0,3,1,8.13
Mauritius,2021-01-13,4,2021-10-24,S.Q613,2021-09-13,284,False,0.01,48,1,55.47
Congo (Kinshasa),2021-01-16,10,2021-04-30,S.Q613,2021-09-16,104,True,0.03,868,23,84.27
Botswana,2021-01-21,4,2021-09-03,S.Q613,2021-09-21,225,True,0.01,151,3,536.55
Zambia,2021-01-24,6,2021-06-30,S.Q613,2021-09-24,157,True,0.01,469,7,401.79
Lithuania,2021-01-24,39,2021-11-02,S.Q613,2021-09-24,282,False,0.01,176,3,646.23
Finland,2021-01-28,137,2021-10-17,S.Q613,2021-09-28,262,False,0.01,274,3,361.73
Latvia,2021-02-02,10,2021-04-27,S.Q613,2021-10-03,84,True,0.02,53,1,554.45
Benin,2021-02-03,2,2021-07-18,S.Q613,2021-10-04,165,True,0.01,15,1,22.28
Vietnam,2021-02-07,5,2021-02-10,S.Q613,2021-10-08,3,True,0.02,3,1,28.4
New Zealand,2021-02-08,1,2021-02-08,S.Q613,2021-10-09,0,True,0.01,1,1,0.0
Cameroon,2021-02-08,1,2021-02-08,S.Q613,2021-10-09,0,True,0.02,28,1,0.0
Congo (Brazzaville),2021-02-09,7,2021-11-05,S.Q613,2021-10-10,269,False,0.02,141,3,28.36
Croatia,2021-02-15,129,2021-11-11,S.Q613,2021-10-16,269,False,0.02,1555,29,751.25
Nigeria,2021-02-17,3,2021-08-26,S.Q613,2021-10-18,190,True,0.01,57,1,121.68
Czech Republic,2021-02-22,217,2021-11-22,S.Q613,2021-10-23,273,False,0.02,7736,124,1397.85
Panama,2021-03-05,1,2021-03-05,S.Q613,2021-11-03,0,True,0.02,662,12,1397.85
Malaysia,2021-03-06,28,2021-11-15,S.Q613,2021-11-04,254,False,0.01,4982,59,10369.85
Colombia,2021-03-08,14,2021-10-25,S.Q613,2021-11-06,231,True,0.03,2589,66,14451.89
Dominican Republic,2021-03-15,5,2021-10-16,S.Q613,2021-11-13,215,True,0.01,997,12,623.75
Bolivia,2021-03-26,1,2021-03-26,S.Q613,2021-11-24,0,True,0.05,1610,73,623.75
Egypt,2021-04-04,1,2021-04-04,S.Q613,2021-12-03,0,True,0.06,235,14,623.75
Lebanon,2021-04-19,1,2021-04-19,S.Q613,2021-12-18,0,True,0.01,108,2,623.75
Luxembourg,2021-05-02,151,2021-11-12,S.Q613,2021-12-31,194,True,0.01,195,2,75.61
Nepal,2021-05-28,6,2021-09-21,S.Q613,2022-01-26,116,True,0.01,7066,100,1979.9
Bahrain,2021-05-30,24,2021-11-11,S.Q613,2022-01-28,165,True,0.01,941,5,138.23
Pakistan,2021-06-01,11,2021-10-29,S.Q613,2022-01-30,150,True,0.02,2741,62,2814.71
Bulgaria,2021-06-02,11,2021-09-30,S.Q613,2022-01-31,120,True,0.04,172,8,618.89
Ecuador,2021-06-02,4,2021-11-17,S.Q613,2022-01-31,168,True,0.06,216,14,522.1
Morocco,2021-06-20,56,2021-10-23,S.Q613,2022-02-18,125,True,0.02,46580,721,4374.76
El Salvador,2021-07-02,1,2021-07-02,S.Q613,2022-03-02,0,True,0.03,344,11,4374.76
Mozambique,2021-07-16,1,2021-07-16,S.Q613,2022-03-16,0,True,0.01,32,1,4374.76
Costa Rica,2021-07-19,5,2021-10-21,S.Q613,2022-03-19,94,True,0.01,683,9,1941.9
Ukraine,2021-07-21,6,2021-10-31,S.Q613,2022-03-21,102,True,0.02,13005,307,5928.25
Sri Lanka,2021-07-25,6,2021-10-12,S.Q613,2022-03-25,79,True,0.03,478,13,3411.27
Gambia,2021-07-30,2,2021-08-03,S.Q613,2022-03-30,4,True,0.03,10,1,117.4
Kuwait,2021-08-16,2,2021-09-18,S.Q613,2022-04-16,33,True,0.01,884,6,123.72
Seychelles,2021-08-21,1,2021-08-21,S.Q613,2022-04-21,0,True,0.01,13,1,123.72
Jordan,2021-09-11,1,2021-09-11,S.Q613,2022-05-12,0,True,0.01,411,6,123.72
Kosovo,2021-09-11,2,2021-09-14,S.Q613,2022-05-12,3,True,0.02,129,3,337.9
Bosnia and Herzegovina,2021-10-06,7,2021-10-17,S.Q613,2022-06-06,11,True,0.05,1230,56,527.47
Georgia,2021-10-14,4,2021-11-04,S.Q613,2022-06-14,21,True,0.01,1855,26,4118.46
Trinidad and Tobago,2021-10-18,2,2021-10-18,S.Q613,2022-06-18,0,True,0.03,38,2,4118.46
USA,2020-08-13,6331,2021-08-24,S.Q677H.Robin1,2021-04-13,376,False,0.02,50062,822,96952.04
Japan,2020-11-20,7,2021-05-12,S.Q677H.Robin1,2021-07-21,173,True,0.02,10,1,2817.43
Canada,2020-11-21,40,2021-06-04,S.Q677H.Robin1,2021-07-22,195,True,0.02,1694,32,85010.12
Australia,2020-12-15,2,2020-12-21,S.Q677H.Robin1,2021-08-15,6,True,0.03,5,1,229.71
Qatar,2020-12-29,1,2020-12-29,S.Q677H.Robin1,2021-08-29,0,True,0.0,20,1,229.71
Poland,2021-01-05,1,2021-01-05,S.Q677H.Robin1,2021-09-05,0,True,0.02,11,1,229.71
Mexico,2021-01-29,4,2021-03-01,S.Q677H.Robin1,2021-09-29,31,True,0.09,78,7,8145.04
Netherlands,2021-02-17,1,2021-02-17,S.Q677H.Robin1,2021-10-18,0,True,0.01,18,1,0.0
USA,2020-08-02,4723,2021-09-14,S.Q677P.Pelican,2021-04-02,408,False,0.02,40548,646,94952.92
Denmark,2020-11-23,1,2020-11-23,S.Q677P.Pelican,2021-07-24,0,True,0.01,1,1,0.0
Mexico,2020-12-02,29,2021-05-05,S.Q677P.Pelican,2021-08-02,154,True,0.09,638,59,8339.64
Canada,2020-12-04,8,2021-03-05,S.Q677P.Pelican,2021-08-04,91,True,0.03,216,6,86536.15
Switzerland,2020-12-07,1,2020-12-07,S.Q677P.Pelican,2021-08-07,0,True,0.02,2,1,86536.15
Australia,2020-12-11,2,2020-12-11,S.Q677P.Pelican,2021-08-11,0,True,0.03,5,1,0.0
Panama,2020-12-20,1,2020-12-20,S.Q677P.Pelican,2021-08-20,0,True,0.02,409,7,0.0
India,2020-12-23,1,2020-12-23,S.Q677P.Pelican,2021-08-23,0,True,0.01,55,1,0.0
Guatemala,2021-01-11,3,2021-01-27,S.Q677P.Pelican,2021-09-11,16,True,0.04,323,12,769.6
Honduras,2021-02-18,3,2021-04-22,S.Q677P.Pelican,2021-10-19,63,True,0.02,3104,77,628.25
Colombia,2021-03-05,1,2021-03-05,S.Q677P.Pelican,2021-11-03,0,True,0.03,85,3,628.25
Chile,2021-03-06,1,2021-03-06,S.Q677P.Pelican,2021-11-04,0,True,0.02,16,1,628.25
Costa Rica,2021-03-09,5,2021-03-29,S.Q677P.Pelican,2021-11-07,20,True,0.01,265,4,408.89
UK,2021-04-18,1,2021-04-18,S.Q677P.Pelican,2021-12-17,0,True,0.03,14,1,0.0
India,2020-11-26,6334,2021-11-13,21I.Delta,2021-07-27,352,False,0.01,1184611,15945,94291.11
Oman,2021-01-06,12,2021-07-06,21I.Delta,2021-09-06,181,True,0.01,2841,35,788.19
Israel,2021-01-07,707,2021-11-22,21I.Delta,2021-09-07,319,False,0.01,10390,64,2265.91
Belize,2021-01-07,75,2021-08-10,21I.Delta,2021-09-07,215,True,0.02,1571,37,10.85
Slovakia,2021-01-09,1414,2021-11-11,21I.Delta,2021-09-09,306,False,0.01,29030,398,1303.68
USA,2021-01-10,97248,2021-11-22,21I.Delta,2021-09-10,316,False,0.02,963489,15488,68424.0
Italy,2021-01-11,3889,2021-11-19,21I.Delta,2021-09-11,312,False,0.03,71756,1948,7612.25
Canada,2021-01-26,21911,2021-11-17,21I.Delta,2021-09-26,295,False,0.02,1171879,19634,52945.53
Mexico,2021-01-27,4935,2021-11-16,21I.Delta,2021-09-27,293,False,0.08,177119,13409,7191.56
Rwanda,2021-01-29,131,2021-10-29,21I.Delta,2021-09-29,273,False,0.01,8022,107,373.35
Singapore,2021-02-06,267,2021-11-23,21I.Delta,2021-10-07,290,False,0.0,2676,8,424.29
Gambia,2021-02-08,149,2021-08-22,21I.Delta,2021-10-09,195,True,0.03,838,27,19.11
Czech Republic,2021-02-11,1594,2021-11-08,21I.Delta,2021-10-12,270,False,0.02,51224,875,1574.6
Sri Lanka,2021-02-16,587,2021-11-18,21I.Delta,2021-10-17,275,False,0.03,49039,1245,2116.26
Indonesia,2021-03-09,1205,2021-11-09,21I.Delta,2021-11-07,245,False,0.03,259142,8757,15362.34
Turkey,2021-03-09,549,2021-11-17,21I.Delta,2021-11-07,253,False,0.01,26103,229,19347.6
Liberia,2021-03-09,54,2021-07-10,21I.Delta,2021-11-07,123,True,0.03,862,24,15.36
New Zealand,2021-03-15,39,2021-08-31,21I.Delta,2021-11-13,169,True,0.01,29,1,7.35
Malawi,2021-03-17,118,2021-09-24,21I.Delta,2021-11-15,191,True,0.04,3130,116,180.29
Malaysia,2021-03-17,1370,2021-11-15,21I.Delta,2021-11-15,243,False,0.01,243724,2840,10846.62
Germany,2021-03-24,9081,2021-11-20,21I.Delta,2021-11-22,241,True,0.02,46679,870,7041.54
UK,2021-03-27,19618,2021-11-23,21I.Delta,2021-11-25,241,True,0.01,615407,8911,344070.56
Luxembourg,2021-04-02,318,2021-11-11,21I.Delta,2021-12-01,223,True,0.01,409,5,79.81
Australia,2021-04-04,149,2021-11-13,21I.Delta,2021-12-03,223,True,0.01,2362,24,5126.44
Bahrain,2021-04-05,673,2021-11-13,21I.Delta,2021-12-04,222,True,0.01,26376,133,509.51
Denmark,2021-04-05,5592,2021-11-24,21I.Delta,2021-12-04,233,True,0.01,10180,62,2359.67
Japan,2021-04-06,811,2021-11-08,21I.Delta,2021-12-05,216,True,0.01,2752,30,6879.02
Belgium,2021-04-07,4543,2021-11-26,21I.Delta,2021-12-06,233,True,0.02,29866,472,2207.09
Kenya,2021-04-08,82,2021-09-24,21I.Delta,2021-12-07,169,True,0.02,1728,36,615.65
Sweden,2021-04-09,6955,2021-11-22,21I.Delta,2021-12-08,227,True,0.01,14247,182,1039.52
Ireland,2021-04-14,969,2021-11-20,21I.Delta,2021-12-13,220,True,0.01,3186,35,1134.0
Netherlands,2021-04-14,7603,2021-11-22,21I.Delta,2021-12-13,222,True,0.01,325383,2502,18511.27
Ghana,2021-04-18,50,2021-09-08,21I.Delta,2021-12-17,143,True,0.01,1064,10,192.55
France,2021-04-20,4238,2021-11-22,21I.Delta,2021-12-19,216,True,0.02,828367,13161,119558.43
Nepal,2021-04-20,48,2021-09-22,21I.Delta,2021-12-19,155,True,0.01,56611,795,3002.45
Congo (Kinshasa),2021-04-20,1,2021-04-20,21I.Delta,2021-12-19,0,True,0.03,85,3,3002.45
Vietnam,2021-04-21,1350,2021-10-28,21I.Delta,2021-12-20,190,True,0.02,253241,6128,5490.92
Poland,2021-04-22,574,2021-11-15,21I.Delta,2021-12-21,207,True,0.02,14345,353,978.52
Qatar,2021-04-22,88,2021-09-21,21I.Delta,2021-12-21,152,True,0.0,2793,8,193.19
Spain,2021-04-24,1747,2021-11-20,21I.Delta,2021-12-23,210,True,0.02,32148,556,9251.47
South Sudan,2021-04-27,1,2021-04-27,21I.Delta,2021-12-26,0,True,0.01,27,1,9251.47
Switzerland,2021-04-27,2572,2021-11-23,21I.Delta,2021-12-26,210,True,0.01,8643,103,1277.69
Bangladesh,2021-04-29,43,2021-10-21,21I.Delta,2021-12-28,175,True,0.02,9130,162,6099.58
Finland,2021-05-02,283,2021-10-21,21I.Delta,2021-12-31,172,True,0.01,573,5,404.19
Taiwan,2021-05-03,4,2021-08-26,21I.Delta,2022-01-01,115,True,0.05,141,8,137.95
Angola,2021-05-03,8,2021-09-11,21I.Delta,2022-01-01,131,True,0.03,118,4,153.94
Barbados,2021-05-04,4,2021-07-14,21I.Delta,2022-01-02,71,True,0.01,48,1,2.99
South Africa,2021-05-04,1551,2021-11-18,21I.Delta,2022-01-02,198,True,0.03,61978,1896,8467.0
Portugal,2021-05-06,356,2021-11-16,21I.Delta,2022-01-04,194,True,0.02,5486,91,1663.26
Philippines,2021-05-08,2002,2021-08-31,21I.Delta,2022-01-06,115,True,0.02,86935,1462,6838.7
Mauritius,2021-05-08,4,2021-07-01,21I.Delta,2022-01-06,54,True,0.01,6,1,13.68
Georgia,2021-05-11,3,2021-10-15,21I.Delta,2022-01-09,157,True,0.01,1230,18,2277.76
South Korea,2021-05-14,6838,2021-11-01,21I.Delta,2022-01-12,171,True,0.01,59256,463,1473.66
Russia,2021-05-16,24,2021-11-01,21I.Delta,2022-01-14,169,True,0.03,10580,296,20813.98
Seychelles,2021-05-18,31,2021-10-04,21I.Delta,2022-01-16,139,True,0.01,420,3,81.92
Malta,2021-05-19,4,2021-07-10,21I.Delta,2022-01-17,52,True,0.01,115,2,4.45
Jordan,2021-05-20,8,2021-10-25,21I.Delta,2022-01-18,158,True,0.01,3477,45,760.91
Afghanistan,2021-05-21,2,2021-05-24,21I.Delta,2022-01-19,3,True,0.04,351,15,382.7
China,2021-05-21,42,2021-07-17,21I.Delta,2022-01-19,57,True,0.04,333872,14158,1452.15
Brazil,2021-05-22,179,2021-11-11,21I.Delta,2022-01-20,173,True,0.03,11697,326,32605.83
Austria,2021-05-24,319,2021-11-07,21I.Delta,2022-01-22,167,True,0.01,6652,87,1118.87
Pakistan,2021-05-24,78,2021-10-31,21I.Delta,2022-01-22,160,True,0.02,19452,435,2728.43
Slovenia,2021-05-24,809,2021-10-20,21I.Delta,2022-01-22,149,True,0.01,2331,35,334.97
Kuwait,2021-05-24,125,2021-09-26,21I.Delta,2022-01-22,125,True,0.01,55248,329,943.62
Lithuania,2021-05-26,65,2021-11-10,21I.Delta,2022-01-24,168,True,0.01,308,5,795.52
Norway,2021-05-30,2966,2021-11-22,21I.Delta,2022-01-28,176,True,0.0,5547,23,648.74
Senegal,2021-06-01,15,2021-11-02,21I.Delta,2022-01-30,154,True,0.03,1204,31,273.21
Iceland,2021-06-04,1900,2021-08-30,21I.Delta,2022-02-02,87,True,0.0,890,3,49.08
Argentina,2021-06-04,82,2021-11-14,21I.Delta,2022-02-02,163,True,0.02,20874,458,7611.23
Uganda,2021-06-06,1,2021-06-06,21I.Delta,2022-02-04,0,True,0.01,30,1,7611.23
Romania,2021-06-08,308,2021-11-04,21I.Delta,2022-02-06,149,True,0.03,20708,610,3170.4
Chile,2021-06-13,116,2021-11-08,21I.Delta,2022-02-11,148,True,0.02,3724,83,1109.58
United Arab Emirates,2021-06-14,4,2021-06-20,21I.Delta,2022-02-12,6,True,0.0,846,3,2042.32
Togo,2021-06-14,2,2021-06-28,21I.Delta,2022-02-12,14,True,0.01,22,1,13.36
Albania,2021-06-16,2,2021-07-09,21I.Delta,2022-02-14,23,True,0.02,1269,24,3.79
Benin,2021-06-20,5,2021-07-03,21I.Delta,2022-02-18,13,True,0.01,37,1,4.45
Croatia,2021-06-21,352,2021-11-11,21I.Delta,2022-02-19,143,True,0.02,4243,80,858.83
Lebanon,2021-06-25,8,2021-07-09,21I.Delta,2022-02-23,14,True,0.01,923,14,199.56
Peru,2021-06-25,152,2021-11-03,21I.Delta,2022-02-23,131,True,0.09,11036,1004,1138.59
Eswatini,2021-06-26,8,2021-07-08,21I.Delta,2022-02-24,12,True,0.03,369,13,41.77
Costa Rica,2021-06-27,38,2021-10-20,21I.Delta,2022-02-25,115,True,0.01,5184,65,1813.18
Maldives,2021-06-28,7,2021-09-18,21I.Delta,2022-02-26,82,True,0.0,265,1,120.42
Zimbabwe,2021-06-28,22,2021-08-18,21I.Delta,2022-02-26,51,True,0.03,1285,45,1621.25
Papua New Guinea,2021-06-30,266,2021-10-13,21I.Delta,2022-02-28,105,True,0.01,2529,29,39.7
Nigeria,2021-06-30,10,2021-09-12,21I.Delta,2022-02-28,74,True,0.01,199,3,465.48
Greece,2021-07-02,758,2021-11-17,21I.Delta,2022-03-02,138,True,0.02,13334,266,2818.59
Bulgaria,2021-07-02,744,2021-10-28,21I.Delta,2022-03-02,118,True,0.04,13728,550,1295.8
Colombia,2021-07-03,77,2021-11-02,21I.Delta,2022-03-03,122,True,0.03,14272,364,3977.91
Saudi Arabia,2021-07-05,3,2021-09-09,21I.Delta,2022-03-05,66,True,0.02,3835,61,804.2
Zambia,2021-07-05,1,2021-07-05,21I.Delta,2022-03-05,0,True,0.02,84,2,804.2
Ukraine,2021-07-05,32,2021-10-25,21I.Delta,2022-03-05,112,True,0.02,66079,1551,4235.11
Sierra Leone,2021-07-06,3,2021-09-08,21I.Delta,2022-03-06,64,True,0.02,213,5,6.2
Guinea,2021-07-07,2,2021-07-16,21I.Delta,2022-03-07,9,True,0.01,104,1,45.78
Andorra,2021-07-08,4,2021-09-11,21I.Delta,2022-03-08,65,True,0.01,468,5,16.11
Mozambique,2021-07-09,3,2021-09-01,21I.Delta,2022-03-09,54,True,0.01,144,2,1192.61
Timor-Leste,2021-07-10,1,2021-07-10,21I.Delta,2022-03-10,0,True,0.0,24,1,1192.61
North Macedonia,2021-07-11,6,2021-11-08,21I.Delta,2022-03-11,120,True,0.04,557,20,488.55
Suriname,2021-07-12,13,2021-10-06,21I.Delta,2022-03-12,86,True,0.02,175,4,227.88
Morocco,2021-07-12,6,2021-09-07,21I.Delta,2022-03-12,57,True,0.01,4703,70,7059.0
Kosovo,2021-07-12,52,2021-10-04,21I.Delta,2022-03-12,84,True,0.02,3394,63,859.74
Montenegro,2021-07-13,5,2021-09-06,21I.Delta,2022-03-13,55,True,0.01,668,10,337.43
Azerbaijan,2021-07-14,1,2021-07-14,21I.Delta,2022-03-14,0,True,0.01,13505,200,337.43
Jamaica,2021-07-14,13,2021-07-25,21I.Delta,2022-03-14,11,True,0.02,451,11,96.87
Bahamas,2021-07-17,14,2021-08-08,21I.Delta,2022-03-17,22,True,0.02,432,9,102.39
Antigua and Barbuda,2021-07-18,2,2021-07-30,21I.Delta,2022-03-18,12,True,0.03,9,1,2.25
Ecuador,2021-07-18,11,2021-10-02,21I.Delta,2022-03-18,76,True,0.06,580,38,424.15
Liechtenstein,2021-07-20,3,2021-10-06,21I.Delta,2022-03-20,78,True,0.02,21,1,6.21
Brunei,2021-07-21,15,2021-08-17,21I.Delta,2022-03-21,27,True,0.0,125,1,15.43
Estonia,2021-07-22,180,2021-11-02,21I.Delta,2022-03-22,103,True,0.01,1228,10,553.28
